ticket_id,customer_id,created_date,resolved_date,category,priority,satisfaction_score,resolution_time_hours
1229,1868,2024-04-04,2024-04-05 00:26:12,Billing,Low,5.0,24.436666666666667
1230,2941,2024-12-05,2024-12-05 01:16:32,Technical,Medium,0.0,1.2755555555555556
1231,2941,2024-11-01,,Technical,Medium,0.0,
1232,2941,2024-11-25,2024-11-25 04:39:30,Billing,Medium,5.0,4.658333333333333
1233,2941,2024-08-22,2024-08-22 10:15:11,Billing,Low,3.0,10.253055555555555
1234,2941,2024-07-09,2024-07-09 11:18:32,Technical,Low,0.0,11.30888888888889
1235,750,2024-07-30,,Technical,High,0.0,
1236,750,2024-03-20,2024-03-20 10:58:24,Technical,Low,4.0,10.973333333333333
1237,750,2024-11-02,2024-11-02 04:18:33,Technical,Low,4.0,4.309166666666667
1238,750,2024-01-31,2024-01-31 06:22:44,Billing,High,0.0,6.378888888888889
1239,750,2024-06-13,,General,Low,0.0,
1240,3936,2024-08-08,2024-08-08 07:41:02,Billing,Medium,0.0,7.683888888888889
1241,3936,2024-01-25,2024-01-25 23:49:43,Technical,High,1.0,23.828611111111112
1242,3936,2024-11-22,2024-11-22 09:40:09,Technical,High,1.0,9.669166666666667
1243,3936,2024-03-15,2024-03-15 12:19:02,General,High,2.0,12.317222222222222
1244,1679,2024-08-14,2024-08-14 07:02:43,Technical,Medium,0.0,7.045277777777778
1245,1679,2024-12-16,,Technical,Low,0.0,
1246,1679,2024-08-20,,Billing,High,0.0,
1247,1679,2024-08-22,2024-08-22 00:40:25,Billing,Low,4.0,0.6736111111111112
1248,3521,2024-02-23,2024-02-23 10:57:41,Technical,Low,5.0,10.961388888888889
1249,3521,2024-12-05,2024-12-05 07:32:38,Technical,Low,0.0,7.543888888888889
1250,3521,2024-11-23,2024-11-23 10:45:05,Technical,Medium,4.0,10.751388888888888
1251,2526,2024-01-22,,Technical,Low,0.0,
1252,2526,2024-01-31,2024-01-31 10:14:03,Technical,Low,5.0,10.234166666666667
1253,3881,2024-05-04,2024-05-04 07:23:43,Billing,High,2.0,7.395277777777777
1254,3881,2024-05-11,2024-05-11 23:26:54,General,Low,4.0,23.448333333333334
1255,3881,2024-05-15,2024-05-15 20:39:01,Technical,High,3.0,20.650277777777777
1256,3881,2024-11-29,2024-11-30 08:22:44,Billing,High,4.0,32.37888888888889
1257,3478,2024-05-08,2024-05-08 09:32:26,Technical,Low,4.0,9.540555555555555
1258,3478,2024-08-13,2024-08-14 03:51:04,General,Low,0.0,27.851111111111113
1259,3478,2024-08-16,,General,Low,0.0,
1260,659,2024-06-27,2024-06-27 10:09:48,Billing,Low,0.0,10.163333333333334
1261,659,2024-07-09,2024-07-09 22:08:28,General,Low,0.0,22.141111111111112
1262,659,2024-10-06,2024-10-06 02:18:09,Billing,Low,4.0,2.3025
1263,659,2024-12-30,,General,Low,0.0,
1264,1103,2024-12-27,2024-12-28 11:41:35,Technical,High,3.0,35.69305555555555
1265,28,2024-11-23,2024-11-25 00:19:30,General,Low,3.0,48.325
1266,28,2024-12-08,2024-12-08 15:05:00,Billing,High,2.0,15.083333333333334
1267,28,2024-07-18,2024-07-18 08:24:37,Billing,Low,5.0,8.410277777777777
1268,28,2024-08-22,2024-08-22 06:28:41,Billing,Medium,0.0,6.478055555555556
1269,706,2024-01-07,2024-01-07 09:27:51,Technical,Low,5.0,9.464166666666667
1270,706,2024-02-07,2024-02-07 07:21:29,Technical,Medium,0.0,7.358055555555556
1271,706,2024-10-30,2024-10-30 10:29:46,Billing,High,2.0,10.49611111111111
1272,1983,2024-02-05,,Technical,Medium,0.0,
1273,3975,2024-07-01,2024-07-02 18:39:56,General,High,0.0,42.66555555555556
1274,3975,2024-01-06,2024-01-06 23:42:17,General,Medium,0.0,23.704722222222223
1275,4624,2024-05-14,2024-05-14 09:11:00,Technical,Low,0.0,9.183333333333334
1276,4624,2024-08-09,2024-08-10 12:38:49,Billing,Medium,4.0,36.64694444444444
1277,4624,2024-03-29,2024-03-30 09:03:13,General,Medium,0.0,33.05361111111111
1278,4624,2024-07-02,2024-07-02 14:21:30,Billing,Medium,3.0,14.358333333333333
1279,4624,2024-11-16,2024-11-16 12:15:02,Technical,Medium,4.0,12.250555555555556
1280,3095,2024-12-02,2024-12-03 10:51:38,Billing,Low,0.0,34.86055555555556
1281,3095,2024-09-24,2024-09-26 08:10:38,Technical,Medium,0.0,56.17722222222222
1282,3095,2024-10-31,2024-10-31 04:40:07,Technical,Medium,3.0,4.668611111111111
1283,4124,2024-10-05,2024-10-05 14:40:12,Technical,High,0.0,14.67
1284,4124,2024-04-09,2024-04-09 15:47:12,Technical,Low,4.0,15.786666666666667
1285,4124,2024-05-28,2024-05-28 22:58:16,Billing,Medium,4.0,22.97111111111111
1286,4124,2024-10-09,,Technical,Low,0.0,
1287,3914,2024-09-08,2024-09-08 20:46:18,Technical,High,4.0,20.77166666666667
1288,3914,2024-03-31,,Billing,Medium,0.0,
1289,3887,2024-08-01,2024-08-01 07:29:44,General,Low,0.0,7.495555555555556
1290,4844,2024-08-29,2024-08-30 01:36:44,Technical,Low,5.0,25.612222222222222
1291,4844,2024-08-21,2024-08-21 20:34:17,General,Low,4.0,20.57138888888889
1292,4844,2024-09-04,2024-09-04 04:39:15,Technical,Medium,5.0,4.654166666666667
1293,4844,2024-08-23,,Technical,High,0.0,
1294,4844,2024-01-14,2024-01-15 00:50:04,General,Medium,0.0,24.834444444444443
1295,4478,2024-08-04,2024-08-04 10:26:56,Technical,Low,5.0,10.448888888888888
1296,4478,2024-01-28,,Technical,Low,0.0,
1297,4478,2024-09-27,2024-09-27 04:56:11,Technical,Low,0.0,4.936388888888889
1298,4478,2024-05-07,,Technical,Medium,0.0,
1299,4478,2024-07-12,2024-07-12 08:17:10,Technical,Low,0.0,8.286111111111111
1300,1224,2024-01-06,2024-01-07 06:37:51,General,Low,0.0,30.63083333333333
1301,1224,2024-06-05,2024-06-05 06:24:06,General,Low,5.0,6.401666666666666
1302,1224,2024-02-14,2024-02-14 05:30:40,Technical,Medium,1.0,5.511111111111111
1303,1224,2024-09-18,,Technical,Low,0.0,
1304,1224,2024-04-09,2024-04-09 15:05:24,Billing,High,0.0,15.09
1305,345,2024-05-26,,Technical,Low,0.0,
1306,345,2024-07-22,2024-07-23 00:57:46,Technical,Low,4.0,24.962777777777777
1307,2229,2024-12-25,,Technical,Low,0.0,
1308,2229,2024-05-21,2024-05-21 18:55:53,Billing,High,2.0,18.93138888888889
1309,3996,2024-09-18,2024-09-19 08:51:09,General,Low,5.0,32.8525
1310,3996,2024-10-01,2024-10-01 08:49:07,General,High,1.0,8.81861111111111
1311,4981,2024-08-18,,Technical,High,0.0,
1312,4981,2024-08-12,,Billing,High,0.0,
1313,4981,2024-01-21,,Technical,Low,0.0,
1314,759,2024-03-18,2024-03-18 05:17:12,Technical,Medium,5.0,5.286666666666667
1315,759,2024-12-27,2024-12-27 14:39:23,General,Low,4.0,14.65638888888889
1316,759,2024-12-27,,Technical,Medium,0.0,
1317,759,2024-10-28,2024-10-28 08:24:39,Technical,Medium,0.0,8.410833333333333
1318,759,2024-09-18,2024-09-19 04:38:33,Technical,Medium,1.0,28.6425
1319,2553,2024-02-21,2024-02-22 07:33:13,Billing,Low,0.0,31.55361111111111
1320,2553,2024-01-05,2024-01-05 13:43:05,Billing,High,0.0,13.718055555555555
1321,2553,2024-11-24,2024-11-26 13:41:42,Technical,Medium,5.0,61.695
1322,2553,2024-04-04,2024-04-04 04:49:04,Technical,Low,0.0,4.817777777777778
1323,2553,2024-02-21,2024-02-21 16:33:11,Billing,Low,4.0,16.553055555555556
1324,223,2024-07-15,,Billing,Medium,0.0,
1325,223,2024-10-07,2024-10-08 04:14:17,Technical,Low,4.0,28.238055555555555
1326,223,2024-06-08,2024-06-08 15:30:58,Technical,Low,0.0,15.516111111111112
1327,223,2024-12-02,2024-12-02 13:29:47,Billing,Low,0.0,13.49638888888889
1328,223,2024-03-11,2024-03-11 05:21:17,Billing,High,0.0,5.354722222222223
1329,3598,2024-11-02,,Billing,Medium,0.0,
1330,3598,2024-01-27,2024-01-28 10:48:18,Technical,Medium,4.0,34.805
1331,525,2024-08-13,2024-08-13 16:08:21,Technical,High,2.0,16.139166666666668
1332,525,2024-07-09,2024-07-10 02:42:02,Technical,Low,3.0,26.700555555555557
1333,525,2024-09-12,2024-09-12 11:26:52,Technical,Medium,5.0,11.447777777777778
1334,525,2024-01-23,2024-01-23 09:12:56,Technical,High,5.0,9.215555555555556
1335,3943,2024-08-25,2024-08-26 02:37:03,Technical,High,3.0,26.6175
1336,3943,2024-03-29,2024-03-29 10:06:25,Technical,Medium,0.0,10.106944444444444
1337,3943,2024-01-28,2024-01-28 00:45:27,Technical,Medium,0.0,0.7575
1338,3943,2024-09-01,2024-09-01 05:46:58,Technical,Low,0.0,5.782777777777778
1339,3943,2024-12-07,,General,Low,0.0,
1340,57,2024-05-26,2024-05-26 09:27:51,Technical,Low,3.0,9.464166666666667
1341,57,2024-10-05,2024-10-05 14:08:47,Technical,Low,4.0,14.14638888888889
1342,4266,2024-08-22,2024-08-22 17:46:28,Billing,Medium,0.0,17.774444444444445
1343,4266,2024-08-13,2024-08-14 08:33:05,Billing,Low,5.0,32.55138888888889
1344,4266,2024-05-15,2024-05-15 08:23:31,Technical,High,0.0,8.391944444444444
1345,3076,2024-04-09,2024-04-09 10:32:35,General,Low,5.0,10.543055555555556
1346,3076,2024-02-21,,Billing,Low,0.0,
1347,3076,2024-01-25,2024-01-25 08:59:40,Billing,Low,0.0,8.994444444444444
1348,591,2024-02-10,2024-02-10 08:15:16,Technical,Medium,4.0,8.254444444444445
1349,591,2024-06-25,2024-06-25 03:58:49,Technical,Low,3.0,3.980277777777778
1350,591,2024-04-07,2024-04-08 00:41:58,Technical,Low,4.0,24.699444444444445
1351,591,2024-09-02,2024-09-02 11:39:07,Technical,Medium,0.0,11.651944444444444
1352,3516,2024-11-26,2024-11-26 08:11:43,Technical,Medium,5.0,8.195277777777777
1353,3516,2024-09-13,2024-09-13 20:01:44,Technical,High,0.0,20.02888888888889
1354,3516,2024-12-03,,General,Medium,0.0,
1355,3516,2024-12-13,,Billing,Low,0.0,
1356,3268,2024-12-25,2024-12-25 05:20:35,Technical,Medium,5.0,5.343055555555556
1357,3268,2024-01-15,2024-01-15 09:02:29,General,High,0.0,9.04138888888889
1358,3268,2024-05-05,2024-05-05 03:00:05,Billing,Medium,3.0,3.001388888888889
1359,3268,2024-06-25,2024-06-25 07:41:51,Billing,Medium,0.0,7.6975
1360,3268,2024-04-24,2024-04-24 10:18:38,Technical,High,2.0,10.310555555555556
1361,1382,2024-08-13,,General,Low,0.0,
1362,1382,2024-03-08,2024-03-08 08:07:54,Technical,Low,0.0,8.131666666666666
1363,1382,2024-12-11,2024-12-11 09:31:09,Technical,Low,4.0,9.519166666666667
1364,1382,2024-09-15,2024-09-15 13:22:28,Billing,Low,3.0,13.374444444444444
1365,2740,2024-10-25,,Technical,Low,0.0,
1366,1240,2024-05-17,2024-05-17 11:26:43,Technical,Low,0.0,11.445277777777777
1367,968,2024-07-15,2024-07-15 09:22:01,Billing,Low,4.0,9.366944444444444
1368,578,2024-05-23,,Technical,Low,0.0,
1369,578,2024-01-01,2024-01-01 10:19:18,Technical,Medium,0.0,10.321666666666667
1370,1561,2024-08-18,,Technical,Medium,0.0,
1371,4079,2024-05-05,2024-05-05 10:09:59,Billing,Low,5.0,10.16638888888889
1372,4079,2024-02-06,2024-02-06 07:32:01,Technical,Medium,0.0,7.533611111111111
1373,3312,2024-11-15,2024-11-15 11:09:32,General,High,0.0,11.158888888888889
1374,3312,2024-10-09,2024-10-09 07:13:11,Technical,Low,4.0,7.219722222222222
1375,2370,2024-01-13,2024-01-13 08:13:56,Technical,Low,5.0,8.232222222222223
1376,2370,2024-02-26,2024-02-26 17:54:38,Technical,High,0.0,17.910555555555554
1377,2370,2024-12-17,,General,Low,0.0,
1378,2370,2024-09-10,2024-09-11 00:03:05,Technical,Low,5.0,24.051388888888887
1379,1365,2024-07-25,2024-07-25 22:58:07,Technical,High,1.0,22.968611111111112
1380,1365,2024-12-13,2024-12-13 17:03:09,Billing,Medium,0.0,17.0525
1381,1365,2024-07-10,,Billing,Medium,0.0,
1382,828,2024-01-20,2024-01-20 11:06:06,Billing,Medium,5.0,11.101666666666667
1383,883,2024-12-29,2024-12-29 22:00:26,General,Medium,5.0,22.00722222222222
1384,4258,2024-03-25,,Technical,High,0.0,
1385,4258,2024-01-06,2024-01-06 19:39:03,Technical,Low,0.0,19.650833333333335
1386,4258,2024-04-18,2024-04-18 13:33:18,General,Low,0.0,13.555
1387,8,2024-01-26,2024-01-26 14:21:27,Technical,High,4.0,14.3575
1388,8,2024-07-06,2024-07-06 12:16:05,Technical,Low,3.0,12.268055555555556
1389,8,2024-08-01,2024-08-01 10:58:31,Billing,Medium,0.0,10.975277777777778
1390,8,2024-09-23,2024-09-23 21:16:24,General,Medium,5.0,21.273333333333333
1391,8,2024-10-18,2024-10-19 03:21:23,Billing,Low,0.0,27.35638888888889
1392,3390,2024-08-17,2024-08-17 02:21:15,Billing,High,0.0,2.3541666666666665
1393,3390,2024-02-08,2024-02-08 17:58:57,Billing,Medium,4.0,17.9825
1394,3390,2024-05-27,,Technical,Low,0.0,
1395,3430,2024-05-22,2024-05-22 10:21:46,Technical,High,0.0,10.362777777777778
1396,3430,2024-01-15,2024-01-15 06:47:29,Technical,Low,5.0,6.791388888888889
1397,3430,2024-04-15,,Technical,Low,0.0,
1398,3430,2024-09-12,2024-09-12 16:19:25,Technical,Low,4.0,16.323611111111113
1399,4463,2024-11-01,,Technical,Low,0.0,
1400,4463,2024-08-27,2024-08-27 17:54:35,Billing,Low,0.0,17.90972222222222
1401,4463,2024-09-07,2024-09-07 08:02:06,Technical,Low,4.0,8.035
1402,1002,2024-06-02,2024-06-02 21:15:04,Technical,Low,5.0,21.25111111111111
1403,1002,2024-03-21,2024-03-21 17:09:55,Technical,Low,2.0,17.165277777777778
1404,4888,2024-11-29,2024-11-29 11:34:29,General,Low,5.0,11.574722222222222
1405,4888,2024-01-18,2024-01-18 16:04:10,Billing,Low,0.0,16.069444444444443
1406,4888,2024-06-18,,Billing,Low,0.0,
1407,3428,2024-03-03,2024-03-03 05:36:07,General,Medium,0.0,5.601944444444444
1408,3428,2024-07-04,2024-07-04 17:39:52,Technical,Low,5.0,17.664444444444445
1409,3428,2024-08-13,2024-08-13 10:37:55,Billing,Low,0.0,10.631944444444445
1410,3428,2024-02-07,2024-02-07 12:01:35,Billing,Low,0.0,12.026388888888889
1411,3428,2024-11-15,2024-11-15 01:44:27,General,Low,2.0,1.7408333333333332
1412,3248,2024-01-25,2024-01-25 05:24:58,Technical,High,0.0,5.416111111111111
1413,3248,2024-11-09,2024-11-11 08:38:55,Technical,Low,0.0,56.64861111111111
1414,3248,2024-01-24,2024-01-24 01:08:26,Technical,Medium,0.0,1.1405555555555555
1415,3248,2024-08-12,2024-08-12 11:25:38,Technical,Low,4.0,11.427222222222222
1416,3837,2024-04-04,2024-04-04 20:40:31,Billing,High,0.0,20.67527777777778
1417,3837,2024-07-11,2024-07-11 22:11:13,Billing,Low,4.0,22.186944444444446
1418,2646,2024-08-09,,Technical,Medium,0.0,
1419,2646,2024-05-03,2024-05-03 14:12:30,Technical,Low,0.0,14.208333333333334
1420,2646,2024-11-06,2024-11-07 14:24:05,General,Low,3.0,38.40138888888889
1421,2646,2024-09-29,2024-09-29 16:48:07,Billing,Low,0.0,16.801944444444445
1422,1718,2024-09-21,2024-09-21 15:50:42,General,Low,0.0,15.845
1423,1541,2024-09-13,,Billing,Low,0.0,
1424,1541,2024-09-13,2024-09-13 09:25:41,Technical,Low,0.0,9.428055555555556
1425,1541,2024-09-15,2024-09-16 01:21:22,Billing,High,0.0,25.35611111111111
1426,1541,2024-05-07,2024-05-07 11:48:36,Technical,Low,0.0,11.81
1427,1412,2024-08-11,,General,Medium,0.0,
1428,1412,2024-03-15,,Technical,Medium,0.0,
1429,1412,2024-03-04,2024-03-04 15:44:49,Technical,Low,0.0,15.746944444444445
1430,1412,2024-01-28,2024-01-28 16:22:42,Technical,Medium,0.0,16.378333333333334
1431,1412,2024-03-11,2024-03-11 21:27:56,Technical,Low,0.0,21.465555555555557
1432,4417,2024-05-23,2024-05-24 05:40:09,General,Low,4.0,29.669166666666666
1433,4417,2024-12-29,2024-12-29 23:14:04,Billing,Medium,0.0,23.234444444444446
1434,4417,2024-10-24,2024-10-24 16:01:41,Technical,Medium,4.0,16.028055555555557
1435,4653,2024-10-08,2024-10-09 20:55:47,Technical,Medium,5.0,44.929722222222225
1436,4653,2024-05-09,2024-05-09 11:27:32,General,Medium,0.0,11.45888888888889
1437,3699,2024-03-30,2024-03-31 02:16:14,Technical,Low,5.0,26.270555555555557
1438,3699,2024-11-15,2024-11-15 16:59:10,Technical,Medium,5.0,16.98611111111111
1439,4708,2024-02-18,,Technical,Medium,0.0,
1440,4708,2024-10-09,2024-10-09 14:55:46,Billing,Low,0.0,14.929444444444444
1441,4708,2024-10-11,2024-10-11 17:54:39,Technical,Low,4.0,17.910833333333333
1442,4708,2024-04-13,2024-04-13 10:13:22,Technical,Medium,5.0,10.222777777777777
1443,2241,2024-04-04,,Technical,High,0.0,
1444,3796,2024-02-25,2024-02-25 04:47:20,General,High,0.0,4.788888888888889
1445,2995,2024-06-30,,Billing,Low,0.0,
1446,4562,2024-08-22,2024-08-22 05:22:43,Billing,Low,5.0,5.378611111111111
1447,4562,2024-02-05,2024-02-05 06:25:11,Billing,Low,4.0,6.419722222222222
1448,4775,2024-04-19,2024-04-19 09:12:49,Billing,High,3.0,9.213611111111112
1449,4775,2024-07-28,2024-07-28 04:34:50,Technical,High,3.0,4.580555555555556
1450,4589,2024-12-02,2024-12-02 05:37:56,Billing,Low,4.0,5.6322222222222225
1451,4589,2024-08-21,2024-08-21 12:53:54,Technical,Low,4.0,12.898333333333333
1452,4589,2024-04-27,,Billing,Low,0.0,
1453,4589,2024-01-27,2024-01-27 13:13:02,Billing,High,3.0,13.217222222222222
1454,4589,2024-12-13,2024-12-14 01:57:33,Technical,Low,0.0,25.95916666666667
1455,3801,2024-05-13,2024-05-13 08:59:58,Technical,Medium,3.0,8.999444444444444
1456,3801,2024-09-10,,Technical,Low,0.0,
1457,3801,2024-04-09,2024-04-09 06:20:36,Billing,Low,4.0,6.343333333333334
1458,1162,2024-04-29,2024-04-29 05:47:21,Billing,High,0.0,5.789166666666667
1459,1162,2024-02-14,2024-02-14 06:51:33,Technical,High,0.0,6.859166666666667
1460,1162,2024-12-21,2024-12-21 13:56:01,Technical,Low,4.0,13.93361111111111
1461,4388,2024-08-12,2024-08-12 04:59:20,General,Medium,4.0,4.988888888888889
1462,4388,2024-03-07,2024-03-07 12:17:59,Billing,Low,4.0,12.299722222222222
1463,4388,2024-10-29,,Technical,High,0.0,
1464,4388,2024-05-30,2024-05-30 17:06:41,General,Low,0.0,17.11138888888889
1465,4388,2024-08-15,2024-08-16 02:42:55,Billing,Low,3.0,26.71527777777778
1466,1071,2024-07-28,2024-07-28 03:52:48,General,Low,3.0,3.88
1467,1071,2024-06-25,,Billing,Medium,0.0,
1468,3009,2024-01-26,2024-01-26 08:09:07,Technical,Medium,2.0,8.151944444444444
1469,3009,2024-05-29,2024-05-29 10:52:58,Billing,Medium,0.0,10.882777777777777
1470,3009,2024-12-17,2024-12-17 23:13:26,Technical,Low,5.0,23.22388888888889
1471,4087,2024-08-31,2024-09-02 08:15:10,General,Medium,3.0,56.25277777777778
1472,4087,2024-07-13,,Technical,Medium,0.0,
1473,4087,2024-03-20,,Technical,Medium,0.0,
1474,4087,2024-04-30,2024-04-30 13:31:40,Billing,Medium,4.0,13.527777777777779
1475,4087,2024-01-09,2024-01-09 16:23:54,Technical,High,3.0,16.398333333333333
1476,1688,2024-03-06,2024-03-06 06:45:56,Billing,Low,0.0,6.765555555555555
1477,4381,2024-03-03,2024-03-03 01:46:20,Technical,Medium,2.0,1.7722222222222221
1478,4381,2024-09-02,2024-09-03 04:41:18,Technical,Medium,3.0,28.688333333333333
1479,2203,2024-01-18,,Billing,Low,0.0,
1480,2203,2024-01-23,2024-01-24 10:21:10,Technical,Low,5.0,34.352777777777774
1481,2203,2024-05-25,2024-05-26 09:56:24,Technical,Low,3.0,33.94
1482,2203,2024-02-14,,Technical,Low,0.0,
1483,2203,2024-07-03,2024-07-03 13:19:12,Technical,Low,0.0,13.32
1484,2168,2024-06-06,2024-06-06 09:36:42,Technical,Low,1.0,9.611666666666666
1485,2168,2024-12-20,2024-12-20 10:24:37,General,Medium,5.0,10.410277777777777
1486,1077,2024-12-29,2024-12-29 15:16:13,General,Medium,5.0,15.270277777777778
1487,1077,2024-01-14,2024-01-14 07:57:24,Technical,Low,5.0,7.956666666666667
1488,1077,2024-12-09,2024-12-10 01:30:55,Technical,Medium,3.0,25.51527777777778
1489,1077,2024-06-12,2024-06-12 10:19:39,General,Medium,4.0,10.3275
1490,1077,2024-04-16,,Technical,Low,0.0,
1491,2539,2024-07-04,2024-07-04 15:36:43,Technical,Low,5.0,15.611944444444445
1492,2539,2024-06-19,2024-06-19 22:59:20,Technical,Low,5.0,22.988888888888887
1493,2539,2024-07-08,2024-07-08 23:02:57,Technical,Medium,2.0,23.049166666666668
1494,2539,2024-01-07,,General,Medium,0.0,
1495,2539,2024-02-08,2024-02-08 07:44:32,Billing,Low,5.0,7.742222222222222
1496,1622,2024-10-27,2024-10-27 11:08:35,Technical,Low,3.0,11.143055555555556
1497,1622,2024-03-10,2024-03-10 09:55:24,Technical,Low,0.0,9.923333333333334
1498,1622,2024-07-19,2024-07-19 06:58:46,General,Low,0.0,6.979444444444445
1499,1209,2024-10-12,2024-10-12 04:43:39,General,High,3.0,4.7275
1500,2571,2024-07-02,,Billing,Medium,0.0,
1501,2571,2024-01-05,2024-01-05 12:00:00,Technical,Low,5.0,12.0
1502,3877,2024-04-08,2024-04-09 07:14:27,Technical,Medium,0.0,31.240833333333335
1503,3962,2024-05-19,2024-05-19 18:14:23,Technical,Low,0.0,18.239722222222223
1504,3962,2024-01-03,2024-01-03 07:08:51,General,Low,4.0,7.1475
1505,3962,2024-08-15,2024-08-17 15:05:51,General,Low,5.0,63.0975
1506,4410,2024-08-25,2024-08-25 19:28:16,Billing,Medium,2.0,19.47111111111111
1507,4410,2024-10-22,2024-10-22 14:38:01,Technical,Medium,4.0,14.633611111111112
1508,4678,2024-01-21,2024-01-21 20:57:37,General,High,3.0,20.960277777777776
1509,4678,2024-09-04,2024-09-04 03:48:36,Billing,High,2.0,3.81
1510,4678,2024-11-25,2024-11-25 11:46:26,General,Low,0.0,11.773888888888889
1511,4678,2024-10-16,2024-10-17 00:30:57,Technical,Low,0.0,24.515833333333333
1512,758,2024-09-18,2024-09-18 16:34:34,General,Medium,3.0,16.57611111111111
1513,758,2024-08-25,2024-08-26 02:53:57,Billing,Medium,5.0,26.899166666666666
1514,4334,2024-09-24,2024-09-24 20:47:31,Technical,Low,2.0,20.791944444444443
1515,4334,2024-02-17,2024-02-17 12:30:17,Technical,Low,5.0,12.504722222222222
1516,4334,2024-04-07,2024-04-07 06:59:09,Billing,Low,0.0,6.985833333333333
1517,4334,2024-01-06,2024-01-06 08:12:23,Technical,Medium,4.0,8.206388888888888
1518,4334,2024-10-08,2024-10-08 11:32:21,Technical,High,0.0,11.539166666666667
1519,322,2024-02-15,2024-02-16 13:42:06,Technical,Low,3.0,37.70166666666667
1520,322,2024-01-23,2024-01-23 08:15:07,Technical,Low,0.0,8.251944444444444
1521,322,2024-06-19,2024-06-19 12:21:15,Billing,Low,3.0,12.354166666666666
1522,849,2024-02-04,2024-02-05 01:30:16,Technical,Medium,2.0,25.504444444444445
1523,849,2024-08-03,2024-08-04 14:30:17,Technical,Medium,5.0,38.50472222222222
1524,1943,2024-08-15,2024-08-15 15:25:39,Technical,Medium,5.0,15.4275
1525,1943,2024-04-03,2024-04-03 00:33:10,Technical,Low,0.0,0.5527777777777778
1526,2414,2024-07-18,2024-07-18 07:14:27,Technical,High,3.0,7.240833333333334
1527,2414,2024-10-29,2024-10-30 18:30:00,Technical,Medium,0.0,42.5
1528,3579,2024-02-26,2024-02-26 03:17:07,Technical,Medium,2.0,3.285277777777778
1529,3579,2024-07-03,2024-07-03 04:22:16,Technical,Low,4.0,4.371111111111111
1530,3579,2024-01-14,,Technical,Medium,0.0,
1531,3579,2024-04-01,2024-04-01 10:31:15,Billing,Low,4.0,10.520833333333334
1532,4595,2024-07-20,,Billing,Low,0.0,
1533,4595,2024-11-04,2024-11-04 21:14:10,Technical,Low,5.0,21.23611111111111
1534,4595,2024-09-06,2024-09-06 23:27:12,Billing,Low,0.0,23.453333333333333
1535,4595,2024-03-06,2024-03-06 11:01:08,Technical,High,4.0,11.018888888888888
1536,4595,2024-12-18,2024-12-18 06:48:18,Technical,High,4.0,6.805
1537,1769,2024-02-19,2024-02-19 20:50:08,General,Low,4.0,20.835555555555555
1538,1769,2024-04-19,2024-04-19 02:19:13,Technical,Low,3.0,2.3202777777777777
1539,1769,2024-10-21,2024-10-21 01:22:59,General,Low,2.0,1.3830555555555555
1540,1769,2024-12-28,2024-12-28 16:21:52,Technical,Low,5.0,16.364444444444445
1541,2557,2024-01-14,2024-01-14 03:03:24,Technical,Medium,5.0,3.0566666666666666
1542,2557,2024-09-05,2024-09-05 18:06:00,Technical,Low,5.0,18.1
1543,2557,2024-10-07,2024-10-07 02:21:06,Billing,Low,0.0,2.3516666666666666
1544,2281,2024-09-10,2024-09-10 10:29:00,Billing,High,0.0,10.483333333333333
1545,2281,2024-05-08,,Billing,Medium,0.0,
1546,2281,2024-10-11,2024-10-11 04:17:11,Technical,Low,4.0,4.286388888888889
1547,2281,2024-12-28,2024-12-29 18:48:01,Billing,Low,3.0,42.80027777777778
1548,2281,2024-05-14,2024-05-14 08:42:18,Billing,Medium,0.0,8.705
1549,1378,2024-12-01,2024-12-01 02:54:51,Billing,Low,5.0,2.9141666666666666
1550,2022,2024-09-30,,Technical,Low,0.0,
1551,492,2024-01-28,2024-01-28 06:52:18,Billing,Medium,4.0,6.871666666666667
1552,2816,2024-11-23,,Technical,Medium,0.0,
1553,2816,2024-07-12,,General,Medium,0.0,
1554,1950,2024-09-13,2024-09-13 12:53:16,Technical,Medium,0.0,12.887777777777778
1555,1950,2024-06-18,2024-06-19 04:40:06,Technical,Low,4.0,28.668333333333333
1556,1950,2024-07-12,2024-07-12 13:07:29,General,High,3.0,13.124722222222223
1557,1950,2024-04-09,2024-04-10 03:52:33,Technical,Medium,4.0,27.875833333333333
1558,1950,2024-11-16,2024-11-16 23:30:15,Technical,Medium,0.0,23.504166666666666
1559,3386,2024-08-02,,Technical,High,0.0,
1560,3386,2024-09-24,2024-09-24 09:44:08,Technical,Low,5.0,9.735555555555555
1561,3386,2024-08-15,2024-08-15 02:28:00,Billing,Medium,5.0,2.466666666666667
1562,2410,2024-02-27,2024-02-27 04:42:05,Technical,Medium,2.0,4.701388888888889
1563,2410,2024-06-14,2024-06-14 00:59:05,Technical,Low,0.0,0.9847222222222223
1564,2410,2024-03-04,2024-03-04 04:07:16,General,Low,4.0,4.121111111111111
1565,2410,2024-09-13,2024-09-13 07:59:48,Technical,Low,5.0,7.996666666666667
1566,606,2024-10-19,2024-10-19 11:09:01,Technical,Low,5.0,11.150277777777777
1567,606,2024-07-03,2024-07-03 08:29:40,General,Low,0.0,8.494444444444444
1568,606,2024-09-02,2024-09-02 16:13:43,Technical,High,4.0,16.22861111111111
1569,606,2024-05-23,2024-05-23 09:16:38,Technical,Medium,4.0,9.277222222222223
