customer_id,log_date,sessions,duration_minutes,features_used,errors_encountered
1540,2024-11-08,1,32.83,4,0
1540,2024-11-27,5,0.58,1,1
1540,2024-11-04,6,24.55,3,1
1540,2024-10-04,8,62.87,2,0
1540,2024-11-12,6,33.06,13,1
1540,2024-12-27,5,46.29,14,0
1540,2024-12-06,5,13.57,12,0
1540,2024-10-25,6,44.71,7,0
1540,2024-12-05,5,62.4,2,1
1540,2024-10-30,5,25.45,4,0
1540,2024-11-30,1,16.33,1,0
1540,2024-12-04,6,38.02,8,0
1540,2024-12-21,4,27.39,3,0
1540,2024-11-20,6,61.37,6,1
1540,2024-12-02,5,7.9,8,1
1540,2024-12-08,5,45.84,9,0
1540,2024-10-26,3,26.34,13,0
1540,2024-12-17,2,19.8,12,2
1540,2024-12-14,2,11.49,1,0
1541,2024-12-15,1,46.29,5,0
1541,2024-10-26,7,18.64,13,0
1541,2024-11-14,2,15.62,6,0
1541,2024-10-07,1,6.07,9,0
1541,2024-11-07,5,19.77,6,0
1541,2024-11-04,8,11.86,7,1
1541,2024-12-06,9,11.87,6,0
1541,2024-12-16,7,39.74,6,1
1541,2024-10-28,1,-28.67,8,0
1541,2024-12-10,4,14.43,4,1
1541,2024-11-26,1,14.45,6,0
1541,2024-10-25,5,33.36,7,0
1541,2024-10-20,6,24.34,12,0
1541,2024-12-27,4,29.02,7,0
1541,2024-11-16,9,9.88,1,0
1541,2024-11-23,3,12.94,2,1
1541,2024-11-03,1,39.79,4,1
1541,2024-10-13,6,14.79,11,0
1541,2024-11-24,4,94.95,6,0
1541,2024-11-30,1,80.61,10,0
1541,2024-12-17,4,36.84,1,0
1541,2024-11-06,3,78.08,3,0
1541,2024-10-22,5,80.99,9,0
1541,2024-11-27,6,33.73,9,0
1541,2024-10-24,7,10.21,7,0
1541,2024-10-27,7,29.94,2,0
1541,2024-10-29,9,35.05,12,0
1541,2024-12-03,2,44.38,7,1
1541,2024-11-17,9,27.45,11,1
1541,2024-11-12,4,30.74,13,1
1541,2024-12-01,5,30.06,9,0
1541,2024-12-28,7,19.68,6,0
1541,2024-10-14,8,36.22,14,0
1541,2024-11-29,6,7.66,1,0
1541,2024-12-23,3,50.91,1,0
1541,2024-11-10,1,-32.07,10,1
1541,2024-10-16,5,25.11,14,0
1541,2024-11-21,4,31.48,4,3
1541,2024-11-09,2,21.23,1,0
1541,2024-12-05,5,49.38,13,1
1541,2024-12-14,2,5.63,14,0
1541,2024-11-11,9,20.25,12,0
1541,2024-11-08,1,28.09,4,1
1541,2024-10-21,3,38.86,2,0
1541,2024-11-20,3,59.16,5,0
1541,2024-10-15,7,35.42,14,0
1541,2024-10-04,2,105.87,12,0
1541,2024-12-26,4,27.49,11,1
1541,2024-12-30,8,40.29,1,0
1541,2024-11-25,1,19.23,8,0
1541,2024-10-09,1,12.9,2,0
1541,2024-12-20,9,41.37,5,1
1541,2024-10-17,5,100.61,6,0
1541,2024-11-02,4,38.04,7,2
1541,2024-11-05,5,46.92,10,1
1541,2024-11-01,2,25.72,3,0
1541,2024-11-28,2,37.54,9,1
1541,2024-12-19,6,1.01,7,0
1541,2024-12-31,7,14.2,6,0
1541,2024-12-09,6,79.06,9,1
1541,2024-12-08,7,7.65,5,2
1541,2024-10-06,4,44.14,9,1
1541,2024-10-05,6,30.31,10,0
1541,2024-11-13,8,8.96,13,2
1541,2024-12-22,9,61.31,8,0
1541,2024-11-22,2,14.47,14,1
1541,2024-10-18,6,72.05,7,0
1541,2024-10-10,4,37.77,1,0
1542,2024-11-19,5,7.79,5,0
1542,2024-10-06,9,20.16,6,0
1542,2024-12-15,3,5.12,11,1
1542,2024-10-08,1,22.51,4,1
1542,2024-10-23,5,7.64,12,0
1542,2024-10-20,7,31.28,1,0
1542,2024-12-18,3,24.94,9,1
1542,2024-11-18,7,34.04,2,1
1542,2024-12-10,5,31.18,12,0
1542,2024-10-04,1,40.53,1,0
1542,2024-10-03,6,28.55,13,0
1542,2024-10-07,8,49.56,12,0
1542,2024-11-28,7,25.31,5,0
1542,2024-11-25,6,3.65,6,1
1542,2024-10-09,3,36.25,9,1
1542,2024-11-12,5,54.05,10,3
1542,2024-12-22,7,6.82,6,0
1542,2024-10-21,6,32.94,6,1
1542,2024-10-28,5,11.4,4,0
1542,2024-12-31,3,18.15,13,2
1542,2024-12-23,3,25.88,11,0
1542,2024-10-14,9,38.22,7,2
1542,2024-12-03,9,49.9,11,0
1542,2024-11-06,7,24.01,2,0
1542,2024-11-02,6,69.1,12,1
1542,2024-11-26,5,21.04,10,0
1542,2024-12-13,9,21.3,13,1
1542,2024-12-12,3,5.57,4,0
1542,2024-12-25,5,15.52,5,2
1542,2024-12-17,1,7.72,8,2
1542,2024-12-07,8,18.28,11,0
1542,2024-11-30,1,32.87,9,0
1542,2024-12-20,1,70.55,13,0
1542,2024-10-29,5,47.99,6,3
1542,2024-11-16,7,37.91,9,0
1542,2024-10-05,1,28.93,3,0
1542,2024-12-28,2,32.85,14,2
1542,2024-10-12,3,25.29,6,0
1542,2024-12-02,2,2.59,10,1
1542,2024-11-27,6,52.91,3,1
1542,2024-11-21,8,7.89,3,0
1542,2024-12-21,6,29.83,12,1
1542,2024-12-08,9,14.2,7,0
1542,2024-10-18,2,19.37,9,1
1542,2024-10-31,8,6.59,13,0
1543,2024-10-18,1,33.62,7,0
1543,2024-11-18,5,19.73,5,2
1543,2024-12-21,6,30.97,14,0
1543,2024-12-23,1,27.26,14,0
1543,2024-12-17,8,13.96,4,0
1543,2024-11-24,2,12.54,11,1
1543,2024-11-19,9,67.8,4,0
1543,2024-11-17,1,11.73,12,1
1543,2024-10-10,8,19.09,14,0
1543,2024-12-09,6,8.3,10,1
1543,2024-12-01,8,21.96,3,0
1543,2024-12-11,2,37.31,5,0
1543,2024-11-01,8,35.33,1,0
1543,2024-12-07,4,43.93,12,0
1543,2024-11-08,4,39.2,13,0
1543,2024-11-29,4,38.57,5,0
1543,2024-11-21,4,21.37,13,0
1543,2024-12-18,7,49.06,4,0
1543,2024-12-02,3,29.14,8,1
1543,2024-10-28,7,10.64,5,0
1543,2024-11-10,5,23.31,9,1
1543,2024-12-20,3,11.63,6,0
1543,2024-12-06,4,29.82,6,0
1543,2024-12-28,8,11.72,3,1
1543,2024-12-29,9,31.0,9,0
1543,2024-11-11,7,63.42,12,1
1543,2024-10-05,6,14.19,2,0
1543,2024-12-13,9,2.37,10,0
1543,2024-10-20,6,13.72,2,0
1543,2024-12-31,1,18.15,9,1
1543,2024-11-03,1,21.33,10,0
1543,2024-10-08,9,24.28,4,0
1543,2024-10-30,7,-58.77,9,1
1543,2024-11-28,5,11.9,1,1
1543,2024-11-25,3,4.74,10,1
1543,2024-10-11,6,33.04,3,0
1543,2024-12-30,5,16.45,14,0
1543,2024-12-05,8,33.64,8,0
1543,2024-12-24,2,106.07,1,1
1543,2024-10-31,8,23.22,4,2
1543,2024-10-26,3,16.39,11,0
1543,2024-10-22,5,16.46,5,1
1543,2024-10-14,5,2.28,2,0
1543,2024-10-29,3,29.59,13,3
1543,2024-11-05,5,49.91,5,0
1543,2024-10-15,1,61.44,4,0
1543,2024-10-13,7,6.76,9,2
1543,2024-10-09,5,10.47,1,2
1543,2024-11-16,3,5.95,4,0
1543,2024-12-16,7,33.36,4,0
1543,2024-11-06,6,19.45,4,0
1543,2024-11-02,2,25.33,2,1
1543,2024-12-03,3,8.01,8,1
1543,2024-11-14,6,27.11,14,0
1543,2024-10-19,2,59.49,12,0
1543,2024-10-25,3,17.55,3,0
1543,2024-12-04,6,33.92,5,0
1543,2024-12-15,2,27.02,5,1
1543,2024-12-25,5,25.54,4,1
1543,2024-10-03,4,7.65,9,0
1543,2024-12-22,9,19.01,11,0
1543,2024-10-17,9,18.46,1,0
1543,2024-10-04,7,48.8,9,1
1543,2024-11-07,5,34.57,11,0
1543,2024-11-20,9,33.23,14,1
1543,2024-11-30,9,48.91,8,2
1543,2024-10-16,1,33.37,3,0
1543,2024-11-15,3,24.56,12,1
1543,2024-11-12,6,16.8,7,0
1543,2024-11-23,7,35.06,6,0
1543,2024-12-26,3,45.45,13,0
1543,2024-12-27,2,47.84,3,0
1543,2024-10-06,4,40.07,5,1
1543,2024-10-21,7,18.99,10,1
1543,2024-12-12,8,9.33,12,1
1544,2024-11-15,8,37.37,9,0
1544,2024-10-12,6,107.1,12,0
1544,2024-12-01,7,43.43,8,2
1544,2024-11-26,6,40.27,13,0
1544,2024-12-05,6,70.89,12,1
1544,2024-12-28,4,9.58,2,2
1544,2024-10-08,7,11.84,2,0
1544,2024-10-09,7,26.98,9,0
1544,2024-10-19,7,54.26,3,0
1544,2024-12-19,3,8.17,13,0
1544,2024-11-19,1,14.86,6,0
1544,2024-12-26,2,4.52,2,1
1544,2024-11-09,1,18.3,11,0
1544,2024-12-08,6,26.02,8,0
1544,2024-12-15,3,22.34,12,0
1544,2024-11-27,9,14.33,7,1
1544,2024-11-25,6,25.97,13,0
1544,2024-11-13,9,8.76,5,0
1544,2024-11-29,9,47.53,10,0
1544,2024-12-13,5,35.07,3,0
1544,2024-10-15,8,12.43,12,0
1544,2024-10-14,8,4.25,5,0
1544,2024-12-12,6,45.97,1,2
1544,2024-12-30,6,40.98,12,0
1544,2024-10-23,2,27.04,14,1
1544,2024-10-28,9,19.46,5,0
1544,2024-11-18,7,31.4,10,1
1544,2024-10-20,8,20.19,11,0
1544,2024-11-04,2,34.26,7,0
1544,2024-10-11,6,54.56,7,0
1544,2024-11-11,7,15.25,12,1
1544,2024-12-22,8,18.11,11,0
1544,2024-10-31,2,20.94,1,1
1545,2024-10-17,1,78.59,7,2
1545,2024-10-04,2,38.66,4,2
1545,2024-10-08,9,6.14,12,0
1545,2024-12-27,6,48.11,3,0
1545,2024-10-30,9,51.88,3,0
1545,2024-10-24,6,66.53,13,0
1545,2024-10-20,1,15.64,7,0
1545,2024-10-07,6,15.78,7,1
1545,2024-12-02,7,23.12,8,1
1545,2024-11-23,3,21.63,7,1
1545,2024-11-07,9,66.02,7,1
1545,2024-11-02,9,44.68,10,1
1545,2024-10-28,8,54.84,14,0
1545,2024-12-05,5,80.41,4,0
1545,2024-12-25,9,24.45,12,0
1545,2024-11-09,5,15.01,11,0
1545,2024-10-15,1,42.7,11,0
1545,2024-12-30,1,13.89,13,0
1545,2024-12-23,7,11.46,8,1
1545,2024-11-05,2,19.61,6,0
1545,2024-12-09,9,7.47,3,1
1545,2024-12-19,2,21.49,14,0
1545,2024-11-12,9,75.77,14,0
1545,2024-10-09,8,41.61,5,1
1545,2024-11-08,2,11.53,14,0
1545,2024-12-22,5,24.0,3,0
1545,2024-11-30,3,17.94,1,0
1545,2024-11-01,9,80.97,3,1
1545,2024-11-24,9,23.35,7,0
1545,2024-12-13,7,105.68,13,1
1545,2024-12-04,7,34.63,13,1
1545,2024-12-03,9,31.35,7,1
1545,2024-12-11,6,15.4,11,0
1545,2024-10-27,8,1.17,12,0
1545,2024-10-06,4,11.37,8,0
1545,2024-12-16,9,0.6,10,0
1545,2024-12-26,3,35.96,14,1
1546,2024-11-18,8,76.2,12,0
1546,2024-10-31,7,6.52,6,0
1546,2024-12-28,1,19.54,14,0
1546,2024-10-27,3,51.26,4,1
1546,2024-11-09,8,28.72,7,2
1546,2024-11-29,9,11.93,9,0
1546,2024-10-15,4,30.2,12,1
1546,2024-10-06,2,-44.48,11,1
1546,2024-11-11,7,71.53,1,1
1546,2024-11-22,3,17.74,6,0
1546,2024-10-17,4,10.31,3,0
1546,2024-12-04,2,41.41,12,0
1546,2024-10-08,9,27.18,10,0
1546,2024-10-23,7,22.1,1,0
1546,2024-11-13,9,10.18,11,1
1546,2024-12-26,6,48.72,13,0
1546,2024-12-06,6,69.84,7,0
1546,2024-12-27,5,26.59,14,0
1546,2024-10-20,9,7.94,9,0
1546,2024-10-24,3,12.9,9,1
1546,2024-11-24,5,40.29,11,0
1546,2024-10-12,4,22.13,4,0
1546,2024-12-12,1,18.01,7,1
1546,2024-11-14,8,26.3,11,0
1546,2024-10-30,6,13.96,13,1
1546,2024-10-28,3,66.07,14,1
1546,2024-12-11,8,50.72,12,0
1546,2024-11-16,5,86.65,3,1
1546,2024-10-22,3,3.93,4,0
1546,2024-12-10,7,40.43,6,0
1546,2024-12-07,4,21.25,6,1
1546,2024-11-04,9,74.65,4,1
1546,2024-11-08,7,15.29,13,1
1546,2024-12-05,3,33.36,13,0
1546,2024-10-18,5,184.8,5,0
1546,2024-10-04,3,37.38,13,0
1546,2024-12-18,1,11.26,14,0
1546,2024-11-26,4,43.65,13,1
1546,2024-12-15,3,12.65,2,0
1546,2024-11-20,1,56.0,8,1
1546,2024-10-05,3,4.37,14,0
1546,2024-10-19,7,34.66,13,1
1546,2024-12-29,7,23.45,9,0
1546,2024-11-12,7,34.34,13,1
1546,2024-10-14,4,24.59,13,1
1546,2024-10-29,4,24.76,1,0
1546,2024-10-21,4,21.31,7,0
1546,2024-12-14,7,30.4,12,0
1546,2024-12-21,1,19.32,5,1
1546,2024-10-13,9,10.23,13,0
1546,2024-11-19,1,5.11,2,1
1546,2024-12-24,5,58.01,10,1
1546,2024-12-31,2,36.74,9,0
1547,2024-11-19,9,17.36,7,1
1547,2024-12-12,8,26.56,8,3
1547,2024-11-07,9,69.2,9,0
1547,2024-10-05,9,14.0,6,0
1547,2024-10-31,3,63.14,5,1
1547,2024-10-12,3,10.97,14,0
1547,2024-11-05,9,19.76,12,0
1547,2024-12-25,8,12.59,8,2
1547,2024-11-04,5,30.47,7,1
1547,2024-11-01,4,66.1,9,0
1547,2024-12-08,3,26.14,1,0
1547,2024-10-21,5,3.9,13,0
1547,2024-11-25,9,60.77,4,1
1547,2024-11-12,8,34.7,6,0
1547,2024-12-21,2,65.49,1,3
1547,2024-11-02,2,19.83,8,1
1547,2024-12-18,4,28.42,3,2
1547,2024-12-22,6,14.94,14,1
1547,2024-10-03,4,81.48,11,0
1547,2024-10-10,6,19.11,4,1
1547,2024-12-13,8,42.45,3,0
1547,2024-12-29,1,34.1,5,1
1547,2024-11-20,2,20.4,13,0
1547,2024-10-11,1,26.28,14,0
1547,2024-12-31,5,17.48,12,0
1547,2024-11-23,4,9.19,9,1
1547,2024-10-14,3,59.01,11,1
1547,2024-11-16,8,33.93,10,2
1547,2024-10-26,3,33.61,2,1
1547,2024-11-09,4,38.12,5,1
1548,2024-12-08,4,3.51,11,1
1548,2024-11-23,5,32.1,9,0
1548,2024-12-20,3,33.81,14,1
1548,2024-11-01,5,42.93,8,0
1548,2024-10-15,9,1.49,2,1
1548,2024-10-13,8,54.23,9,0
1548,2024-11-18,4,42.56,3,0
1548,2024-11-08,7,3.06,8,0
1548,2024-11-15,9,32.1,1,1
1548,2024-10-07,9,49.56,6,0
1548,2024-10-16,1,31.75,13,0
1548,2024-10-30,5,23.72,13,0
1548,2024-10-14,6,91.27,9,0
1548,2024-11-12,8,30.83,12,2
1549,2024-10-22,6,24.7,6,1
1549,2024-10-10,3,79.61,5,0
1549,2024-11-04,7,73.74,3,1
1549,2024-12-05,2,50.79,5,1
1549,2024-12-27,7,26.29,14,1
1549,2024-11-08,6,39.76,9,0
1549,2024-12-13,2,31.18,10,1
1549,2024-11-19,3,9.49,7,0
1549,2024-11-05,2,25.12,12,1
1549,2024-12-15,9,32.7,8,0
1549,2024-12-03,3,11.96,2,0
1549,2024-11-11,4,43.92,4,0
1549,2024-12-20,4,80.01,9,0
1549,2024-10-21,9,18.02,4,1
1549,2024-11-22,6,17.74,12,0
1549,2024-11-09,9,27.41,4,0
1549,2024-11-20,1,33.24,13,0
1549,2024-12-18,6,1.87,9,1
1549,2024-12-25,3,13.8,2,0
1549,2024-10-12,6,38.29,14,0
1549,2024-11-26,2,33.65,10,0
1549,2024-12-29,1,18.96,4,0
1549,2024-12-31,5,45.01,1,1
1549,2024-10-28,5,11.83,13,0
1549,2024-10-23,8,21.48,10,3
1549,2024-12-14,6,76.29,1,0
1549,2024-11-17,9,24.27,12,0
1549,2024-10-03,1,0.92,8,0
1549,2024-11-30,6,47.48,2,2
1549,2024-10-30,8,49.88,13,0
1549,2024-11-10,1,32.09,11,2
1549,2024-10-17,1,45.67,4,2
1549,2024-11-28,7,38.71,13,0
1549,2024-11-15,4,8.64,13,0
1549,2024-11-24,4,26.85,6,0
1549,2024-11-14,3,111.53,13,0
1549,2024-11-12,6,14.04,5,2
1549,2024-11-02,5,68.42,6,0
1549,2024-11-18,5,8.74,7,0
1550,2024-11-09,8,4.81,13,1
1550,2024-12-22,4,31.7,13,0
1550,2024-12-05,7,15.65,13,0
1550,2024-12-23,4,13.7,8,0
1550,2024-11-28,4,42.47,11,0
1550,2024-12-13,9,36.85,7,0
1550,2024-12-15,4,21.6,9,1
1550,2024-10-23,9,12.21,8,1
1550,2024-10-03,5,19.54,11,1
1550,2024-10-04,4,24.22,10,0
1550,2024-11-07,2,36.61,2,0
1550,2024-10-12,8,58.52,4,0
1550,2024-10-14,5,44.9,5,0
1550,2024-12-18,6,30.08,7,0
1550,2024-12-08,7,43.55,9,2
1550,2024-12-09,4,13.06,2,0
1550,2024-11-13,5,20.49,4,0
1550,2024-10-17,4,65.6,5,1
1550,2024-12-29,7,7.62,2,2
1550,2024-10-27,1,5.1,2,0
1550,2024-12-04,5,9.62,6,2
1550,2024-11-16,9,43.93,2,1
1550,2024-12-20,2,67.06,5,0
1550,2024-12-06,3,32.25,2,0
1550,2024-12-02,2,20.28,1,1
1550,2024-11-06,9,26.09,13,0
1550,2024-11-22,2,47.65,5,0
1550,2024-11-14,7,41.24,10,0
1550,2024-10-08,1,8.1,6,0
1550,2024-10-11,3,10.91,4,0
1550,2024-10-28,7,11.27,4,0
1550,2024-10-30,6,13.18,2,0
1550,2024-12-14,5,11.27,6,0
1550,2024-10-26,2,33.19,2,1
1550,2024-11-02,6,31.91,2,2
1550,2024-10-24,8,19.1,10,1
1550,2024-11-18,5,12.04,9,1
1550,2024-10-15,4,24.1,2,0
1550,2024-12-25,2,16.31,1,0
1550,2024-10-10,6,21.39,1,0
1550,2024-10-09,1,2.85,14,0
1550,2024-11-15,5,23.02,6,1
1550,2024-11-05,5,28.8,5,0
1550,2024-11-12,6,65.32,1,0
1550,2024-11-30,6,90.82,4,0
1551,2024-10-03,5,33.38,10,2
1551,2024-10-25,5,9.16,2,0
1551,2024-11-30,7,58.08,4,0
1551,2024-11-20,2,25.4,13,0
1551,2024-12-14,7,60.89,13,3
1551,2024-12-30,6,6.23,12,0
1551,2024-10-19,9,28.77,1,1
1551,2024-12-01,3,21.72,5,0
1551,2024-12-24,6,25.14,1,0
1551,2024-11-08,2,56.56,9,0
1551,2024-12-16,3,60.8,7,2
1551,2024-10-26,9,26.96,8,0
1551,2024-10-10,1,30.77,4,0
1551,2024-11-14,9,6.25,13,3
1551,2024-10-11,6,7.81,6,0
1551,2024-10-21,1,10.83,3,2
1551,2024-10-14,4,9.03,10,0
1551,2024-10-24,8,28.96,14,1
1551,2024-11-23,6,33.27,8,0
1551,2024-11-11,6,27.71,11,0
1551,2024-12-18,3,2.23,3,0
1551,2024-10-20,7,18.2,4,0
1551,2024-12-19,7,28.2,7,0
1551,2024-11-26,1,16.82,13,1
1551,2024-11-16,5,21.01,1,2
1551,2024-11-25,3,23.05,14,0
1551,2024-11-18,7,40.19,9,0
1551,2024-11-07,7,37.01,4,0
1551,2024-10-05,1,14.47,4,2
1551,2024-11-29,6,19.9,14,2
1551,2024-11-01,4,14.22,10,1
1551,2024-12-03,3,31.69,10,0
1551,2024-10-15,9,29.41,3,0
1551,2024-12-13,9,18.09,7,0
1551,2024-10-18,1,35.35,9,0
1551,2024-12-27,8,15.61,9,0
1551,2024-12-26,1,10.83,14,1
1551,2024-12-12,4,14.04,13,2
1551,2024-12-28,2,23.13,4,1
1551,2024-11-05,3,46.73,2,1
1551,2024-11-24,8,33.59,8,1
1551,2024-12-08,5,29.37,9,1
1551,2024-11-21,1,12.11,5,0
1551,2024-11-28,2,14.4,6,0
1551,2024-12-17,7,19.17,14,0
1551,2024-11-17,2,31.88,13,0
1551,2024-12-05,5,23.56,3,0
1551,2024-11-22,2,58.77,5,0
1551,2024-10-28,3,18.39,12,1
1551,2024-12-11,8,6.12,10,1
1551,2024-12-15,3,20.96,3,1
1551,2024-12-09,6,3.56,10,1
1551,2024-10-22,6,14.05,8,1
1551,2024-10-16,2,24.8,6,1
1552,2024-12-27,2,3.96,3,0
1552,2024-10-05,1,23.79,5,1
1552,2024-10-29,7,32.96,13,0
1552,2024-12-31,4,17.38,8,1
1552,2024-11-21,2,6.06,8,0
1553,2024-10-29,2,45.76,14,0
1553,2024-11-29,6,42.65,1,1
1553,2024-12-07,4,73.61,9,1
1553,2024-12-28,9,25.3,3,0
1553,2024-12-16,1,9.83,14,2
1553,2024-10-18,3,4.61,5,0
1553,2024-12-18,5,44.24,2,2
1553,2024-11-23,1,7.12,12,1
1553,2024-12-23,3,94.3,6,0
1553,2024-11-09,4,42.39,1,0
1553,2024-10-22,4,2.34,11,0
1553,2024-12-04,5,26.46,4,1
1553,2024-10-14,5,38.4,8,0
1553,2024-10-17,6,21.69,14,1
1553,2024-12-17,9,53.51,1,0
1553,2024-12-24,2,14.71,14,0
1553,2024-11-03,6,31.98,11,0
1553,2024-11-02,2,18.59,10,1
1553,2024-10-23,3,24.51,4,0
1553,2024-10-03,9,23.05,2,1
1553,2024-12-10,3,94.13,13,0
1553,2024-11-24,6,29.02,13,1
1553,2024-11-01,2,7.71,1,1
1553,2024-10-31,7,24.25,14,0
1553,2024-11-07,1,33.29,1,0
1553,2024-11-30,2,40.05,13,0
1553,2024-10-21,2,43.02,6,0
1553,2024-12-27,3,21.94,9,2
1554,2024-10-04,9,11.04,1,0
1554,2024-11-20,1,5.13,6,2
1554,2024-11-03,9,9.3,8,1
1554,2024-11-21,9,16.14,9,1
1554,2024-10-09,7,18.55,2,1
1554,2024-12-15,4,33.42,7,1
1554,2024-12-12,2,4.84,13,0
1554,2024-11-10,2,10.91,11,1
1554,2024-11-04,7,9.09,3,0
1554,2024-10-17,7,6.24,11,1
1554,2024-10-27,2,27.16,8,0
1554,2024-11-06,7,20.03,12,0
1554,2024-12-29,3,9.27,14,0
1554,2024-10-26,2,10.91,3,1
1554,2024-12-28,5,13.6,14,0
1554,2024-12-24,4,79.53,14,0
1554,2024-10-19,1,14.7,3,0
1554,2024-10-03,1,31.55,3,1
1554,2024-12-08,1,17.36,2,2
1554,2024-12-21,4,31.29,7,2
1554,2024-12-20,3,38.09,3,1
1554,2024-11-12,2,12.32,10,0
1554,2024-11-08,4,8.73,13,0
1554,2024-10-24,8,21.87,7,0
1554,2024-10-22,8,24.4,14,2
1554,2024-12-25,7,38.3,4,1
1554,2024-10-30,9,13.52,10,0
1554,2024-10-05,1,55.92,1,3
1554,2024-10-13,4,41.86,14,0
1554,2024-12-01,6,29.94,4,1
1554,2024-11-29,9,54.16,1,1
1554,2024-10-12,1,8.23,1,0
1554,2024-10-25,5,25.13,7,3
1554,2024-11-18,4,32.79,9,1
1554,2024-10-31,5,21.89,6,0
1554,2024-10-10,1,14.38,11,1
1554,2024-12-07,9,18.67,13,0
1554,2024-10-15,4,-21.84,6,1
1554,2024-11-24,8,60.65,2,0
1554,2024-12-03,7,15.24,6,0
1554,2024-12-22,5,31.33,2,0
1554,2024-11-23,9,5.87,14,1
1554,2024-12-27,2,19.41,11,0
1554,2024-12-05,5,14.27,14,1
1554,2024-11-15,4,9.46,2,2
1554,2024-12-04,4,32.87,11,2
1554,2024-11-19,9,31.1,3,0
1554,2024-10-16,7,26.93,7,0
1554,2024-11-30,2,14.66,6,0
1554,2024-12-14,1,49.26,3,2
1554,2024-12-02,6,50.42,7,0
1554,2024-10-08,6,47.25,13,1
1554,2024-10-11,5,30.29,13,0
1554,2024-11-01,9,40.47,7,0
1554,2024-10-21,3,10.71,1,1
1554,2024-12-16,7,42.48,13,0
1554,2024-10-14,7,13.91,9,0
1554,2024-10-18,5,17.62,10,0
1554,2024-11-22,6,23.93,10,1
1554,2024-11-25,2,31.93,1,1
1554,2024-12-06,4,64.74,4,2
1554,2024-11-16,7,8.84,4,1
1554,2024-12-31,6,9.29,13,0
1554,2024-10-23,5,16.05,7,0
1555,2024-11-14,4,15.87,4,0
1555,2024-10-28,4,17.78,2,1
1555,2024-10-31,5,38.26,13,0
1555,2024-12-17,3,61.16,4,2
1555,2024-10-29,4,45.51,12,0
1555,2024-11-27,8,37.25,13,0
1555,2024-12-31,4,64.83,11,0
1555,2024-10-25,4,36.6,10,0
1555,2024-12-09,4,85.89,3,1
1555,2024-11-15,9,45.34,6,0
1555,2024-10-08,1,23.74,4,0
1555,2024-10-13,7,38.41,7,0
1555,2024-12-11,3,4.32,14,0
1555,2024-11-23,7,16.72,4,0
1555,2024-12-22,8,22.38,7,1
1555,2024-11-10,6,27.34,4,1
1555,2024-11-12,6,11.1,9,2
1555,2024-11-04,4,31.07,9,0
1555,2024-11-09,5,13.47,7,1
1555,2024-10-24,2,17.76,2,0
1555,2024-10-18,5,22.18,11,1
1555,2024-12-04,5,25.93,5,0
1555,2024-12-19,2,18.53,11,0
1555,2024-12-02,7,69.03,6,1
1555,2024-10-06,7,36.31,1,3
1555,2024-11-28,9,22.17,2,0
1555,2024-12-07,6,5.9,5,2
1555,2024-11-13,3,50.73,3,0
1555,2024-10-07,7,11.73,9,1
1555,2024-12-18,4,57.78,14,0
1555,2024-10-30,1,30.85,10,0
1555,2024-12-06,5,8.81,3,1
1555,2024-11-25,6,17.33,3,1
1555,2024-10-23,8,25.58,14,1
1555,2024-11-17,1,26.73,9,0
1555,2024-11-21,4,10.67,13,0
1555,2024-10-20,7,35.13,8,1
1555,2024-12-14,1,10.84,9,1
1555,2024-12-03,2,20.31,12,0
1555,2024-12-26,8,10.53,2,0
1555,2024-10-16,7,47.93,2,0
1555,2024-11-02,9,145.32,1,0
1555,2024-12-13,4,8.36,4,1
1555,2024-10-15,5,30.0,6,0
1555,2024-12-24,1,9.8,12,0
1555,2024-11-01,6,36.85,10,1
1555,2024-11-08,8,59.34,4,1
1555,2024-11-11,7,44.89,4,0
1555,2024-12-28,2,19.18,2,0
1555,2024-10-14,6,42.76,5,0
1555,2024-10-17,3,25.9,6,1
1555,2024-12-10,4,14.51,4,1
1555,2024-12-08,1,5.23,13,0
1555,2024-10-11,6,24.52,2,0
1555,2024-11-16,3,12.4,3,1
1555,2024-12-29,5,18.91,4,0
1555,2024-12-12,4,43.38,12,0
1555,2024-10-22,4,17.28,10,0
1556,2024-11-26,9,34.15,5,0
1556,2024-12-31,4,58.09,9,2
1556,2024-11-14,7,21.72,12,1
1556,2024-10-29,5,56.31,5,0
1556,2024-11-09,5,-79.18,3,0
1556,2024-12-08,3,32.42,11,1
1556,2024-11-11,3,55.66,4,0
1556,2024-12-18,3,70.25,9,2
1556,2024-11-27,4,11.41,9,1
1556,2024-10-05,8,20.63,1,0
1556,2024-10-27,6,16.63,12,0
1556,2024-12-24,6,83.19,10,1
1556,2024-11-25,1,16.3,12,0
1556,2024-12-29,6,64.85,5,1
1556,2024-11-04,3,11.45,3,0
1556,2024-11-01,7,24.65,9,1
1556,2024-10-15,9,42.49,8,0
1556,2024-10-06,8,100.74,2,0
1556,2024-11-20,5,55.13,14,0
1556,2024-11-18,2,17.71,13,2
1556,2024-12-10,8,92.16,10,1
1556,2024-12-16,5,49.85,14,1
1556,2024-11-06,1,3.03,6,0
1556,2024-10-31,2,18.49,7,2
1556,2024-12-12,6,42.8,12,0
1556,2024-12-15,9,13.8,3,1
1556,2024-11-23,5,26.17,2,0
1556,2024-12-26,8,-12.27,3,1
1556,2024-10-07,1,24.92,9,0
1556,2024-11-29,9,59.37,7,0
1556,2024-11-08,9,10.03,9,0
