ticket_id,customer_id,created_date,resolved_date,category,priority,satisfaction_score
1323,2553,2024/02/21 00:00:00,2024/02/21 16:33:11,Billing,Low,4.0
1324,223,2024/07/15 00:00:00,,Billing,Medium,
1325,223,2024/10/07 00:00:00,2024/10/08 04:14:17,Technical,Low,4.0
1326,223,2024/06/08 00:00:00,2024/06/08 15:30:58,Technical,Low,
1327,223,2024/12/02 00:00:00,2024/12/02 13:29:47,Billing,Low,
1328,223,2024/03/11 00:00:00,2024/03/11 05:21:17,Billing,High,
1329,3598,2024/11/02 00:00:00,,Billing,Medium,
1330,3598,2024/01/27 00:00:00,2024/01/28 10:48:18,Technical,Medium,4.0
1331,525,2024/08/13 00:00:00,2024/08/13 16:08:21,Technical,High,2.0
1332,525,2024/07/09 00:00:00,2024/07/10 02:42:02,Technical,Low,3.0
1333,525,2024/09/12 00:00:00,2024/09/12 11:26:52,Technical,Medium,5.0
1334,525,2024/01/23 00:00:00,2024/01/23 09:12:56,Technical,High,5.0
1335,3943,2024/08/25 00:00:00,2024/08/26 02:37:03,Technical,High,3.0
1336,3943,2024/03/29 00:00:00,2024/03/29 10:06:25,Technical,Medium,
1337,3943,2024/01/28 00:00:00,2024/01/28 00:45:27,Technical,Medium,
1338,3943,2024/09/01 00:00:00,2024/09/01 05:46:58,Technical,Low,
1339,3943,2024/12/07 00:00:00,,General,Low,
1340,57,2024/05/26 00:00:00,2024/05/26 09:27:51,Technical,Low,3.0
1341,57,2024/10/05 00:00:00,2024/10/05 14:08:47,Technical,Low,4.0
1342,4266,2024/08/22 00:00:00,2024/08/22 17:46:28,Billing,Medium,
1343,4266,2024/08/13 00:00:00,2024/08/14 08:33:05,Billing,Low,5.0
1344,4266,2024/05/15 00:00:00,2024/05/15 08:23:31,Technical,High,
1345,3076,2024/04/09 00:00:00,2024/04/09 10:32:35,General,Low,5.0
1346,3076,2024/02/21 00:00:00,,Billing,Low,
1347,3076,2024/01/25 00:00:00,2024/01/25 08:59:40,Billing,Low,
1348,591,2024/02/10 00:00:00,2024/02/10 08:15:16,Technical,Medium,4.0
1349,591,2024/06/25 00:00:00,2024/06/25 03:58:49,Technical,Low,3.0
1350,591,2024/04/07 00:00:00,2024/04/08 00:41:58,Technical,Low,4.0
1351,591,2024/09/02 00:00:00,2024/09/02 11:39:07,Technical,Medium,
1352,3516,2024/11/26 00:00:00,2024/11/26 08:11:43,Technical,Medium,5.0
1353,3516,2024/09/13 00:00:00,2024/09/13 20:01:44,Technical,High,
1354,3516,2024/12/03 00:00:00,,General,Medium,
1355,3516,2024/12/13 00:00:00,,Billing,Low,
1356,3268,2024/12/25 00:00:00,2024/12/25 05:20:35,Technical,Medium,5.0
1357,3268,2024/01/15 00:00:00,2024/01/15 09:02:29,General,High,
1358,3268,2024/05/05 00:00:00,2024/05/05 03:00:05,Billing,Medium,3.0
1359,3268,2024/06/25 00:00:00,2024/06/25 07:41:51,Billing,Medium,
1360,3268,2024/04/24 00:00:00,2024/04/24 10:18:38,Technical,High,2.0
1361,1382,2024/08/13 00:00:00,,General,Low,
1362,1382,2024/03/08 00:00:00,2024/03/08 08:07:54,Technical,Low,
1363,1382,2024/12/11 00:00:00,2024/12/11 09:31:09,Technical,Low,4.0
1364,1382,2024/09/15 00:00:00,2024/09/15 13:22:28,Billing,Low,3.0
1365,2740,2024/10/25 00:00:00,,Technical,Low,
1366,1240,2024/05/17 00:00:00,2024/05/17 11:26:43,Technical,Low,
1367,968,2024/07/15 00:00:00,2024/07/15 09:22:01,Billing,Low,4.0
1368,578,2024/05/23 00:00:00,,Technical,Low,
1369,578,2024/01/01 00:00:00,2024/01/01 10:19:18,Technical,Medium,
1370,1561,2024/08/18 00:00:00,,Technical,Medium,
1371,4079,2024/05/05 00:00:00,2024/05/05 10:09:59,Billing,Low,5.0
1372,4079,2024/02/06 00:00:00,2024/02/06 07:32:01,Technical,Medium,
1373,3312,2024/11/15 00:00:00,2024/11/15 11:09:32,General,High,
1374,3312,2024/10/09 00:00:00,2024/10/09 07:13:11,Technical,Low,4.0
1375,2370,2024/01/13 00:00:00,2024/01/13 08:13:56,Technical,Low,5.0
1376,2370,2024/02/26 00:00:00,2024/02/26 17:54:38,Technical,High,
1377,2370,2024/12/17 00:00:00,,General,Low,
1378,2370,2024/09/10 00:00:00,2024/09/11 00:03:05,Technical,Low,5.0
1379,1365,2024/07/25 00:00:00,2024/07/25 22:58:07,Technical,High,1.0
1380,1365,2024/12/13 00:00:00,2024/12/13 17:03:09,Billing,Medium,
1381,1365,2024/07/10 00:00:00,,Billing,Medium,
1382,828,2024/01/20 00:00:00,2024/01/20 11:06:06,Billing,Medium,5.0
1383,883,2024/12/29 00:00:00,2024/12/29 22:00:26,General,Medium,5.0
1384,4258,2024/03/25 00:00:00,,Technical,High,
1385,4258,2024/01/06 00:00:00,2024/01/06 19:39:03,Technical,Low,
1386,4258,2024/04/18 00:00:00,2024/04/18 13:33:18,General,Low,
1387,8,2024/01/26 00:00:00,2024/01/26 14:21:27,Technical,High,4.0
1388,8,2024/07/06 00:00:00,2024/07/06 12:16:05,Technical,Low,3.0
1389,8,2024/08/01 00:00:00,2024/08/01 10:58:31,Billing,Medium,
1390,8,2024/09/23 00:00:00,2024/09/23 21:16:24,General,Medium,5.0
1391,8,2024/10/18 00:00:00,2024/10/19 03:21:23,Billing,Low,
1392,3390,2024/08/17 00:00:00,2024/08/17 02:21:15,Billing,High,
1393,3390,2024/02/08 00:00:00,2024/02/08 17:58:57,Billing,Medium,4.0
1394,3390,2024/05/27 00:00:00,,Technical,Low,
1395,3430,2024/05/22 00:00:00,2024/05/22 10:21:46,Technical,High,
1396,3430,2024/01/15 00:00:00,2024/01/15 06:47:29,Technical,Low,5.0
1397,3430,2024/04/15 00:00:00,,Technical,Low,
1398,3430,2024/09/12 00:00:00,2024/09/12 16:19:25,Technical,Low,4.0
1399,4463,2024/11/01 00:00:00,,Technical,Low,
1400,4463,2024/08/27 00:00:00,2024/08/27 17:54:35,Billing,Low,
1401,4463,2024/09/07 00:00:00,2024/09/07 08:02:06,Technical,Low,4.0
1402,1002,2024/06/02 00:00:00,2024/06/02 21:15:04,Technical,Low,5.0
1403,1002,2024/03/21 00:00:00,2024/03/21 17:09:55,Technical,Low,2.0
1404,4888,2024/11/29 00:00:00,2024/11/29 11:34:29,General,Low,5.0
1405,4888,2024/01/18 00:00:00,2024/01/18 16:04:10,Billing,Low,
1406,4888,2024/06/18 00:00:00,,Billing,Low,
1407,3428,2024/03/03 00:00:00,2024/03/03 05:36:07,General,Medium,
1408,3428,2024/07/04 00:00:00,2024/07/04 17:39:52,Technical,Low,5.0
1409,3428,2024/08/13 00:00:00,2024/08/13 10:37:55,Billing,Low,
1410,3428,2024/02/07 00:00:00,2024/02/07 12:01:35,Billing,Low,
1411,3428,2024/11/15 00:00:00,2024/11/15 01:44:27,General,Low,2.0
1412,3248,2024/01/25 00:00:00,2024/01/25 05:24:58,Technical,High,
1413,3248,2024/11/09 00:00:00,2024/11/11 08:38:55,Technical,Low,
1414,3248,2024/01/24 00:00:00,2024/01/24 01:08:26,Technical,Medium,
1415,3248,2024/08/12 00:00:00,2024/08/12 11:25:38,Technical,Low,4.0
1416,3837,2024/04/04 00:00:00,2024/04/04 20:40:31,Billing,High,
1417,3837,2024/07/11 00:00:00,2024/07/11 22:11:13,Billing,Low,4.0
1418,2646,2024/08/09 00:00:00,,Technical,Medium,
1419,2646,2024/05/03 00:00:00,2024/05/03 14:12:30,Technical,Low,
1420,2646,2024/11/06 00:00:00,2024/11/07 14:24:05,General,Low,3.0
1421,2646,2024/09/29 00:00:00,2024/09/29 16:48:07,Billing,Low,
1422,1718,2024/09/21 00:00:00,2024/09/21 15:50:42,General,Low,
1423,1541,2024/09/13 00:00:00,,Billing,Low,
1424,1541,2024/09/13 00:00:00,2024/09/13 09:25:41,Technical,Low,
1425,1541,2024/09/15 00:00:00,2024/09/16 01:21:22,Billing,High,
1426,1541,2024/05/07 00:00:00,2024/05/07 11:48:36,Technical,Low,
1427,1412,2024/08/11 00:00:00,,General,Medium,
1428,1412,2024/03/15 00:00:00,,Technical,Medium,
1429,1412,2024/03/04 00:00:00,2024/03/04 15:44:49,Technical,Low,
1430,1412,2024/01/28 00:00:00,2024/01/28 16:22:42,Technical,Medium,
1431,1412,2024/03/11 00:00:00,2024/03/11 21:27:56,Technical,Low,
1432,4417,2024/05/23 00:00:00,2024/05/24 05:40:09,General,Low,4.0
1433,4417,2024/12/29 00:00:00,2024/12/29 23:14:04,Billing,Medium,
1434,4417,2024/10/24 00:00:00,2024/10/24 16:01:41,Technical,Medium,4.0
1435,4653,2024/10/08 00:00:00,2024/10/09 20:55:47,Technical,Medium,5.0
1436,4653,2024/05/09 00:00:00,2024/05/09 11:27:32,General,Medium,
1437,3699,2024/03/30 00:00:00,2024/03/31 02:16:14,Technical,Low,5.0
1438,3699,2024/11/15 00:00:00,2024/11/15 16:59:10,Technical,Medium,5.0
1439,4708,2024/02/18 00:00:00,,Technical,Medium,
1440,4708,2024/10/09 00:00:00,2024/10/09 14:55:46,Billing,Low,
1441,4708,2024/10/11 00:00:00,2024/10/11 17:54:39,Technical,Low,4.0
1442,4708,2024/04/13 00:00:00,2024/04/13 10:13:22,Technical,Medium,5.0
1443,2241,2024/04/04 00:00:00,,Technical,High,
1444,3796,2024/02/25 00:00:00,2024/02/25 04:47:20,General,High,
1445,2995,2024/06/30 00:00:00,,Billing,Low,
1446,4562,2024/08/22 00:00:00,2024/08/22 05:22:43,Billing,Low,5.0
1447,4562,2024/02/05 00:00:00,2024/02/05 06:25:11,Billing,Low,4.0
1448,4775,2024/04/19 00:00:00,2024/04/19 09:12:49,Billing,High,3.0
1449,4775,2024/07/28 00:00:00,2024/07/28 04:34:50,Technical,High,3.0
1450,4589,2024/12/02 00:00:00,2024/12/02 05:37:56,Billing,Low,4.0
1451,4589,2024/08/21 00:00:00,2024/08/21 12:53:54,Technical,Low,4.0
1452,4589,2024/04/27 00:00:00,,Billing,Low,
1453,4589,2024/01/27 00:00:00,2024/01/27 13:13:02,Billing,High,3.0
1454,4589,2024/12/13 00:00:00,2024/12/14 01:57:33,Technical,Low,
1455,3801,2024/05/13 00:00:00,2024/05/13 08:59:58,Technical,Medium,3.0
1456,3801,2024/09/10 00:00:00,,Technical,Low,
1457,3801,2024/04/09 00:00:00,2024/04/09 06:20:36,Billing,Low,4.0
1458,1162,2024/04/29 00:00:00,2024/04/29 05:47:21,Billing,High,
1459,1162,2024/02/14 00:00:00,2024/02/14 06:51:33,Technical,High,
1460,1162,2024/12/21 00:00:00,2024/12/21 13:56:01,Technical,Low,4.0
1461,4388,2024/08/12 00:00:00,2024/08/12 04:59:20,General,Medium,4.0
1462,4388,2024/03/07 00:00:00,2024/03/07 12:17:59,Billing,Low,4.0
1463,4388,2024/10/29 00:00:00,,Technical,High,
1464,4388,2024/05/30 00:00:00,2024/05/30 17:06:41,General,Low,
1465,4388,2024/08/15 00:00:00,2024/08/16 02:42:55,Billing,Low,3.0
1466,1071,2024/07/28 00:00:00,2024/07/28 03:52:48,General,Low,3.0
1467,1071,2024/06/25 00:00:00,,Billing,Medium,
1468,3009,2024/01/26 00:00:00,2024/01/26 08:09:07,Technical,Medium,2.0
1469,3009,2024/05/29 00:00:00,2024/05/29 10:52:58,Billing,Medium,
1470,3009,2024/12/17 00:00:00,2024/12/17 23:13:26,Technical,Low,5.0
1471,4087,2024/08/31 00:00:00,2024/09/02 08:15:10,General,Medium,3.0
1472,4087,2024/07/13 00:00:00,,Technical,Medium,
1473,4087,2024/03/20 00:00:00,,Technical,Medium,
1474,4087,2024/04/30 00:00:00,2024/04/30 13:31:40,Billing,Medium,4.0
1475,4087,2024/01/09 00:00:00,2024/01/09 16:23:54,Technical,High,3.0
1476,1688,2024/03/06 00:00:00,2024/03/06 06:45:56,Billing,Low,
1477,4381,2024/03/03 00:00:00,2024/03/03 01:46:20,Technical,Medium,2.0
1478,4381,2024/09/02 00:00:00,2024/09/03 04:41:18,Technical,Medium,3.0
1479,2203,2024/01/18 00:00:00,,Billing,Low,
1480,2203,2024/01/23 00:00:00,2024/01/24 10:21:10,Technical,Low,5.0
1481,2203,2024/05/25 00:00:00,2024/05/26 09:56:24,Technical,Low,3.0
1482,2203,2024/02/14 00:00:00,,Technical,Low,
1483,2203,2024/07/03 00:00:00,2024/07/03 13:19:12,Technical,Low,
1484,2168,2024/06/06 00:00:00,2024/06/06 09:36:42,Technical,Low,1.0
1485,2168,2024/12/20 00:00:00,2024/12/20 10:24:37,General,Medium,5.0
1486,1077,2024/12/29 00:00:00,2024/12/29 15:16:13,General,Medium,5.0
1487,1077,2024/01/14 00:00:00,2024/01/14 07:57:24,Technical,Low,5.0
1488,1077,2024/12/09 00:00:00,2024/12/10 01:30:55,Technical,Medium,3.0
1489,1077,2024/06/12 00:00:00,2024/06/12 10:19:39,General,Medium,4.0
1490,1077,2024/04/16 00:00:00,,Technical,Low,
1491,2539,2024/07/04 00:00:00,2024/07/04 15:36:43,Technical,Low,5.0
1492,2539,2024/06/19 00:00:00,2024/06/19 22:59:20,Technical,Low,5.0
1493,2539,2024/07/08 00:00:00,2024/07/08 23:02:57,Technical,Medium,2.0
1494,2539,2024/01/07 00:00:00,,General,Medium,
1495,2539,2024/02/08 00:00:00,2024/02/08 07:44:32,Billing,Low,5.0
1496,1622,2024/10/27 00:00:00,2024/10/27 11:08:35,Technical,Low,3.0
1497,1622,2024/03/10 00:00:00,2024/03/10 09:55:24,Technical,Low,
1498,1622,2024/07/19 00:00:00,2024/07/19 06:58:46,General,Low,
1499,1209,2024/10/12 00:00:00,2024/10/12 04:43:39,General,High,3.0
1500,2571,2024/07/02 00:00:00,,Billing,Medium,
1501,2571,2024/01/05 00:00:00,2024/01/05 12:00:00,Technical,Low,5.0
1502,3877,2024/04/08 00:00:00,2024/04/09 07:14:27,Technical,Medium,
1503,3962,2024/05/19 00:00:00,2024/05/19 18:14:23,Technical,Low,
1504,3962,2024/01/03 00:00:00,2024/01/03 07:08:51,General,Low,4.0
1505,3962,2024/08/15 00:00:00,2024/08/17 15:05:51,General,Low,5.0
1506,4410,2024/08/25 00:00:00,2024/08/25 19:28:16,Billing,Medium,2.0
1507,4410,2024/10/22 00:00:00,2024/10/22 14:38:01,Technical,Medium,4.0
1508,4678,2024/01/21 00:00:00,2024/01/21 20:57:37,General,High,3.0
1509,4678,2024/09/04 00:00:00,2024/09/04 03:48:36,Billing,High,2.0
1510,4678,2024/11/25 00:00:00,2024/11/25 11:46:26,General,Low,
1511,4678,2024/10/16 00:00:00,2024/10/17 00:30:57,Technical,Low,
1512,758,2024/09/18 00:00:00,2024/09/18 16:34:34,General,Medium,3.0
1513,758,2024/08/25 00:00:00,2024/08/26 02:53:57,Billing,Medium,5.0
1514,4334,2024/09/24 00:00:00,2024/09/24 20:47:31,Technical,Low,2.0
1515,4334,2024/02/17 00:00:00,2024/02/17 12:30:17,Technical,Low,5.0
1516,4334,2024/04/07 00:00:00,2024/04/07 06:59:09,Billing,Low,
1517,4334,2024/01/06 00:00:00,2024/01/06 08:12:23,Technical,Medium,4.0
1518,4334,2024/10/08 00:00:00,2024/10/08 11:32:21,Technical,High,
1519,322,2024/02/15 00:00:00,2024/02/16 13:42:06,Technical,Low,3.0
1520,322,2024/01/23 00:00:00,2024/01/23 08:15:07,Technical,Low,
1521,322,2024/06/19 00:00:00,2024/06/19 12:21:15,Billing,Low,3.0
1522,849,2024/02/04 00:00:00,2024/02/05 01:30:16,Technical,Medium,2.0
1523,849,2024/08/03 00:00:00,2024/08/04 14:30:17,Technical,Medium,5.0
1524,1943,2024/08/15 00:00:00,2024/08/15 15:25:39,Technical,Medium,5.0
1525,1943,2024/04/03 00:00:00,2024/04/03 00:33:10,Technical,Low,
1526,2414,2024/07/18 00:00:00,2024/07/18 07:14:27,Technical,High,3.0
1527,2414,2024/10/29 00:00:00,2024/10/30 18:30:00,Technical,Medium,
1528,3579,2024/02/26 00:00:00,2024/02/26 03:17:07,Technical,Medium,2.0
1529,3579,2024/07/03 00:00:00,2024/07/03 04:22:16,Technical,Low,4.0
1530,3579,2024/01/14 00:00:00,,Technical,Medium,
1531,3579,2024/04/01 00:00:00,2024/04/01 10:31:15,Billing,Low,4.0
1532,4595,2024/07/20 00:00:00,,Billing,Low,
1533,4595,2024/11/04 00:00:00,2024/11/04 21:14:10,Technical,Low,5.0
1534,4595,2024/09/06 00:00:00,2024/09/06 23:27:12,Billing,Low,
1535,4595,2024/03/06 00:00:00,2024/03/06 11:01:08,Technical,High,4.0
1536,4595,2024/12/18 00:00:00,2024/12/18 06:48:18,Technical,High,4.0
1537,1769,2024/02/19 00:00:00,2024/02/19 20:50:08,General,Low,4.0
1538,1769,2024/04/19 00:00:00,2024/04/19 02:19:13,Technical,Low,3.0
1539,1769,2024/10/21 00:00:00,2024/10/21 01:22:59,General,Low,2.0
1540,1769,2024/12/28 00:00:00,2024/12/28 16:21:52,Technical,Low,5.0
1541,2557,2024/01/14 00:00:00,2024/01/14 03:03:24,Technical,Medium,5.0
1542,2557,2024/09/05 00:00:00,2024/09/05 18:06:00,Technical,Low,5.0
1543,2557,2024/10/07 00:00:00,2024/10/07 02:21:06,Billing,Low,
1544,2281,2024/09/10 00:00:00,2024/09/10 10:29:00,Billing,High,
1545,2281,2024/05/08 00:00:00,,Billing,Medium,
1546,2281,2024/10/11 00:00:00,2024/10/11 04:17:11,Technical,Low,4.0
1547,2281,2024/12/28 00:00:00,2024/12/29 18:48:01,Billing,Low,3.0
1548,2281,2024/05/14 00:00:00,2024/05/14 08:42:18,Billing,Medium,
1549,1378,2024/12/01 00:00:00,2024/12/01 02:54:51,Billing,Low,5.0
1550,2022,2024/09/30 00:00:00,,Technical,Low,
1551,492,2024/01/28 00:00:00,2024/01/28 06:52:18,Billing,Medium,4.0
1552,2816,2024/11/23 00:00:00,,Technical,Medium,
1553,2816,2024/07/12 00:00:00,,General,Medium,
1554,1950,2024/09/13 00:00:00,2024/09/13 12:53:16,Technical,Medium,
1555,1950,2024/06/18 00:00:00,2024/06/19 04:40:06,Technical,Low,4.0
1556,1950,2024/07/12 00:00:00,2024/07/12 13:07:29,General,High,3.0
1557,1950,2024/04/09 00:00:00,2024/04/10 03:52:33,Technical,Medium,4.0
1558,1950,2024/11/16 00:00:00,2024/11/16 23:30:15,Technical,Medium,
1559,3386,2024/08/02 00:00:00,,Technical,High,
1560,3386,2024/09/24 00:00:00,2024/09/24 09:44:08,Technical,Low,5.0
1561,3386,2024/08/15 00:00:00,2024/08/15 02:28:00,Billing,Medium,5.0
1562,2410,2024/02/27 00:00:00,2024/02/27 04:42:05,Technical,Medium,2.0
1563,2410,2024/06/14 00:00:00,2024/06/14 00:59:05,Technical,Low,
1564,2410,2024/03/04 00:00:00,2024/03/04 04:07:16,General,Low,4.0
1565,2410,2024/09/13 00:00:00,2024/09/13 07:59:48,Technical,Low,5.0
1566,606,2024/10/19 00:00:00,2024/10/19 11:09:01,Technical,Low,5.0
1567,606,2024/07/03 00:00:00,2024/07/03 08:29:40,General,Low,
1568,606,2024/09/02 00:00:00,2024/09/02 16:13:43,Technical,High,4.0
1569,606,2024/05/23 00:00:00,2024/05/23 09:16:38,Technical,Medium,4.0
1570,574,2024/03/14 00:00:00,2024/03/15 13:38:56,Billing,High,3.0
1571,574,2024/03/29 00:00:00,2024/03/30 00:39:11,Billing,Low,
1572,1754,2024/08/19 00:00:00,,Billing,Medium,
1573,1754,2024/03/15 00:00:00,2024/03/16 05:40:38,General,Medium,4.0
1574,1754,2024/10/15 00:00:00,2024/10/15 10:53:38,Billing,Low,
1575,1754,2024/12/05 00:00:00,2024/12/05 11:02:35,Billing,Low,3.0
1576,264,2024/01/22 00:00:00,2024/01/22 12:30:29,Technical,Low,5.0
1577,264,2024/09/16 00:00:00,2024/09/16 20:44:49,Technical,Low,4.0
1578,264,2024/04/25 00:00:00,2024/04/27 10:44:54,Billing,Medium,
1579,2359,2024/02/15 00:00:00,2024/02/15 02:46:24,General,Low,5.0
1580,2359,2024/09/16 00:00:00,2024/09/17 10:35:25,Technical,High,4.0
1581,2359,2024/04/13 00:00:00,2024/04/13 16:31:03,General,Medium,4.0
1582,2359,2024/01/13 00:00:00,2024/01/13 15:18:25,Billing,High,
1583,625,2024/01/18 00:00:00,2024/01/18 12:59:52,Billing,Low,5.0
1584,625,2024/12/03 00:00:00,,Technical,Low,
1585,625,2024/11/13 00:00:00,2024/11/13 22:25:41,General,Low,5.0
1586,625,2024/08/17 00:00:00,2024/08/17 08:37:20,Technical,Low,4.0
1587,625,2024/01/07 00:00:00,2024/01/07 05:15:28,Billing,Low,3.0
1588,3001,2024/03/03 00:00:00,2024/03/03 08:47:13,Billing,Low,5.0
1589,3001,2024/03/05 00:00:00,,Billing,Low,
1590,1933,2024/11/15 00:00:00,,Technical,High,
1591,1933,2024/11/06 00:00:00,2024/11/06 17:02:46,Billing,Low,3.0
1592,1933,2024/05/05 00:00:00,2024/05/05 20:12:31,Technical,High,3.0
1593,1933,2024/06/25 00:00:00,2024/06/26 18:31:53,Technical,Low,
1594,283,2024/09/02 00:00:00,,Technical,Medium,
1595,3324,2024/07/26 00:00:00,,General,Low,
1596,3324,2024/07/26 00:00:00,2024/07/27 03:11:18,Technical,Low,5.0
1597,3324,2024/09/26 00:00:00,,Billing,Low,
1598,1334,2024/08/30 00:00:00,2024/08/31 04:33:03,General,Low,4.0
1599,1334,2024/05/20 00:00:00,,Technical,Low,
1600,1334,2024/08/15 00:00:00,2024/08/15 07:15:46,Technical,Low,
1601,1334,2024/10/23 00:00:00,,Technical,Low,
1602,4934,2024/07/01 00:00:00,,Billing,Low,
1603,4934,2024/03/04 00:00:00,2024/03/04 02:23:06,Billing,Medium,4.0
1604,4934,2024/12/19 00:00:00,,Technical,Medium,
1605,4934,2024/06/10 00:00:00,,Billing,Low,
1606,2384,2024/01/05 00:00:00,2024/01/06 00:26:27,General,Medium,4.0
1607,2384,2024/10/15 00:00:00,,Technical,Medium,
1608,2384,2024/11/26 00:00:00,2024/11/26 10:05:12,Billing,Low,
1609,2384,2024/12/10 00:00:00,,General,High,
1610,2981,2024/08/22 00:00:00,,Technical,Low,
1611,2245,2024/05/02 00:00:00,2024/05/02 20:17:14,Technical,High,
1612,2619,2024/08/23 00:00:00,2024/08/23 02:13:13,Technical,Low,
1613,2619,2024/06/14 00:00:00,,Billing,Low,
1614,2619,2024/10/01 00:00:00,2024/10/01 03:45:35,Technical,Low,
1615,2619,2024/06/19 00:00:00,2024/06/19 03:14:04,Technical,Medium,
1616,2793,2024/01/01 00:00:00,2024/01/01 10:37:22,Technical,Low,
1617,4963,2024/07/28 00:00:00,2024/07/28 04:34:51,Billing,Medium,2.0
1618,4963,2024/01/13 00:00:00,2024/01/13 22:16:18,General,Medium,5.0
1619,4963,2024/10/07 00:00:00,2024/10/07 16:59:43,Technical,Medium,3.0
1620,4963,2024/06/23 00:00:00,2024/06/24 14:32:27,Technical,Low,
1621,4963,2024/05/17 00:00:00,2024/05/18 15:41:32,Technical,Low,
1622,4936,2024/03/09 00:00:00,2024/03/09 08:48:27,Billing,Low,4.0
1623,4936,2024/03/22 00:00:00,2024/03/22 06:23:58,Technical,Medium,
1624,3783,2024/01/06 00:00:00,,Billing,Low,
1625,3783,2024/04/23 00:00:00,2024/04/23 10:25:10,Billing,High,3.0
1626,3783,2024/12/20 00:00:00,2024/12/20 08:05:14,General,High,
1627,427,2024/03/30 00:00:00,2024/03/30 10:48:41,Technical,Low,3.0
1628,427,2024/02/15 00:00:00,2024/02/15 15:08:31,General,Medium,3.0
1629,427,2024/09/18 00:00:00,2024/09/19 13:51:29,General,High,2.0
1630,427,2024/02/04 00:00:00,2024/02/04 12:57:22,Billing,Low,
1631,2700,2024/02/20 00:00:00,2024/02/21 18:07:46,Technical,Medium,4.0
1632,2700,2024/10/11 00:00:00,2024/10/11 15:49:26,Technical,Low,
1633,2700,2024/05/13 00:00:00,,Technical,Medium,
1634,3398,2024/10/30 00:00:00,2024/10/30 21:22:34,General,High,
1635,4735,2024/08/05 00:00:00,2024/08/05 07:14:42,General,Low,
1636,4735,2024/01/17 00:00:00,2024/01/17 10:29:29,Technical,Low,4.0
1637,4735,2024/10/01 00:00:00,2024/10/01 15:59:29,Technical,High,2.0
1638,1433,2024/11/17 00:00:00,2024/11/17 06:22:15,Billing,Medium,5.0
1639,1433,2024/06/17 00:00:00,2024/06/18 03:00:18,Technical,Medium,5.0
1640,4057,2024/05/24 00:00:00,2024/05/24 11:44:45,Technical,Low,
1641,4057,2024/12/15 00:00:00,2024/12/15 08:32:18,Billing,Medium,3.0
1642,4057,2024/03/08 00:00:00,2024/03/08 12:59:07,Billing,Low,
1643,3916,2024/02/07 00:00:00,2024/02/07 05:37:58,General,High,2.0
1644,4,2024/03/20 00:00:00,2024/03/20 12:06:18,Technical,Low,4.0
1645,4456,2024/10/12 00:00:00,,General,Low,
1646,4456,2024/03/09 00:00:00,2024/03/09 17:42:12,General,Low,5.0
1647,4456,2024/09/21 00:00:00,2024/09/22 00:30:16,Technical,High,
1648,4456,2024/01/01 00:00:00,2024/01/01 17:40:18,Billing,Low,
1649,3455,2024/06/16 00:00:00,2024/06/16 05:36:56,Technical,Medium,4.0
1650,2911,2024/02/16 00:00:00,2024/02/17 02:32:21,Billing,High,3.0
1651,2911,2024/07/24 00:00:00,2024/07/24 08:51:05,Billing,Low,
1652,2911,2024/03/05 00:00:00,2024/03/05 05:06:32,Technical,Low,4.0
1653,4166,2024/02/28 00:00:00,2024/02/28 09:54:39,Technical,Low,
1654,4166,2024/04/08 00:00:00,2024/04/08 05:45:44,Billing,Medium,5.0
1655,131,2024/10/04 00:00:00,2024/10/04 02:03:26,Billing,Medium,
1656,1945,2024/02/22 00:00:00,2024/02/22 20:29:16,General,Low,
1657,1945,2024/05/29 00:00:00,2024/05/29 10:48:14,General,High,5.0
1658,3444,2024/12/27 00:00:00,2024/12/27 16:05:08,General,High,4.0
1659,3444,2024/03/12 00:00:00,,Technical,High,
1660,3444,2024/01/28 00:00:00,2024/01/28 18:43:12,Billing,Low,5.0
1661,3444,2024/10/05 00:00:00,2024/10/05 17:36:41,Technical,Medium,3.0
1662,3444,2024/04/23 00:00:00,2024/04/23 20:51:52,Billing,Low,4.0
1663,403,2024/12/03 00:00:00,,General,Low,
1664,403,2024/11/24 00:00:00,2024/11/24 08:19:40,Technical,High,3.0
1665,403,2024/07/10 00:00:00,2024/07/11 12:46:54,Technical,Medium,2.0
1666,2295,2024/12/02 00:00:00,,Technical,High,
1667,2295,2024/03/07 00:00:00,2024/03/07 15:37:37,Technical,Low,
1668,2295,2024/10/14 00:00:00,2024/10/14 04:44:05,Technical,Low,5.0
1669,2295,2024/05/14 00:00:00,,Technical,Low,
1670,2698,2024/09/09 00:00:00,2024/09/09 15:51:25,General,Low,
1671,2698,2024/01/04 00:00:00,2024/01/04 09:43:32,Technical,Low,5.0
1672,2698,2024/04/23 00:00:00,2024/04/23 04:05:11,Technical,High,
1673,406,2024/05/27 00:00:00,2024/05/27 22:02:43,General,Medium,4.0
1674,406,2024/03/22 00:00:00,2024/03/23 20:35:23,Technical,High,5.0
1675,406,2024/07/31 00:00:00,2024/07/31 06:21:43,Technical,High,4.0
1676,406,2024/02/03 00:00:00,2024/02/03 10:04:33,Technical,Low,5.0
1677,104,2024/02/28 00:00:00,2024/02/28 15:02:40,Technical,High,
1678,104,2024/09/15 00:00:00,2024/09/15 17:16:21,General,Low,
1679,104,2024/11/02 00:00:00,,Billing,Low,
1680,4045,2024/10/04 00:00:00,2024/10/04 13:27:04,Technical,Medium,
