customer_id,signup_date,country,age,gender,subscription_tier,monthly_fee,account_age_days,is_premium,age_group,country_region,total_sessions,avg_sessions_per_day,total_usage_minutes,avg_session_duration,avg_features_per_session,total_errors,days_active,days_since_last_activity,usage_consistency_std,total_tickets,avg_resolution_hours,unresolved_tickets,technical_tickets_pct,high_priority_tickets,avg_satisfaction,days_since_last_ticket,churned
501,2023-09-12,Italy,25.0,M,Basic,13.19,476,0,18-25,Europe,64,5.818181818181818,452.87,41.17,8.272727272727273,9,11,2,2.4420557658735733,1.0,2.31,0.0,100.0,0.0,5.0,265.0,0
502,2022-08-04,Italy,68.0,M,Basic,14.76,880,0,51+,Europe,46,4.181818181818182,334.29,30.39,7.363636363636363,3,11,4,2.0404990476930793,1.0,11.5225,0.0,0.0,0.0,5.0,172.0,0
503,2024-01-05,UK,63.0,M,Basic,10.8,361,0,51+,Europe,25,5.0,86.81,17.362000000000002,6.6,0,5,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
504,2022-12-18,USA,59.0,F,Premium,37.43,744,1,51+,North America,307,4.651515151515151,2121.47,32.143484848484846,7.015151515151516,40,66,0,2.5869044420068152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
505,2022-07-28,UK,34.0,Unknown,Premium,33.2,887,1,26-35,Europe,193,5.676470588235294,1176.48,34.60235294117647,6.323529411764706,22,34,2,2.5072088578107112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
506,2023-12-05,Italy,26.0,F,Basic,14.08,392,0,26-35,Europe,28,4.666666666666667,153.23,25.53833333333333,6.5,1,6,28,2.250925735484551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
507,2023-10-12,UK,43.5,F,Premium,36.96,446,1,36-50,Europe,48,4.8,327.1,32.71,4.7,0,10,11,2.6583202716502514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
508,2024-05-23,UK,60.0,M,Premium,39.25,222,1,51+,Europe,112,5.333333333333333,761.12,36.243809523809524,7.285714285714286,13,21,0,2.652043237455478,4.0,4.3341666666666665,0.0,50.0,1.0,3.0,75.0,1
509,2022-09-28,Canada,42.0,F,Basic,13.55,825,0,36-50,North America,37,4.625,259.61,32.45125,7.125,4,8,6,2.615202805574687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
510,2023-06-02,Australia,56.0,F,Basic,12.04,578,0,51+,Oceania,445,5.114942528735632,2700.83,31.044022988505745,7.264367816091954,31,87,0,2.621136303192656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
511,2023-05-16,UK,66.0,M,Premium,30.1,595,1,51+,Europe,50,3.8461538461538463,343.77,26.443846153846152,7.615384615384615,5,13,4,2.3038429433649132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
512,2022-09-15,USA,45.0,M,Basic,13.95,838,0,36-50,North America,104,4.521739130434782,830.51,36.10913043478261,7.086956521739131,7,23,0,2.9367509136550476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
513,2024-05-16,Spain,50.0,F,Basic,12.03,229,0,36-50,Europe,38,5.428571428571429,83.64,11.948571428571428,9.0,3,7,1,2.6992062325273123,4.0,19.867430555555554,0.0,75.0,0.0,4.5,83.0,0
514,2022-02-22,UK,54.0,M,Basic,13.34,1043,0,51+,Europe,251,5.02,1721.66,34.4332,7.04,27,50,1,2.6915589898641206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
515,2022-04-05,Australia,26.0,M,Basic,10.52,1001,0,26-35,Oceania,98,4.260869565217392,673.82,29.296521739130437,7.434782608695652,7,23,1,2.0497758481521786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
516,2023-10-12,Australia,35.0,F,Premium,38.9,446,1,26-35,Oceania,227,4.63265306122449,1394.21,28.45326530612245,7.36734693877551,19,49,0,2.5223490832870823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
517,2023-03-10,Australia,38.0,F,Basic,12.17,662,0,36-50,Oceania,199,4.853658536585366,1246.35,30.398780487804874,7.317073170731708,19,41,2,2.5155613251296027,2.0,26.252222222222223,0.0,100.0,0.0,4.0,197.0,1
518,2024-04-29,UK,19.0,F,Basic,14.59,246,0,18-25,Europe,215,4.777777777777778,1399.98,31.110666666666667,7.288888888888889,25,45,1,2.485310378356731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
519,2022-10-11,Germany,60.0,F,Basic,13.53,812,0,51+,Europe,119,4.407407407407407,854.44,31.645925925925926,7.555555555555555,10,27,1,2.663994387544031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
520,2022-02-15,UK,55.0,F,Premium,31.2,1050,1,51+,Europe,107,5.095238095238095,643.01,30.61952380952381,7.095238095238095,10,21,4,2.3217399058628834,4.0,10.125370370370371,1.0,25.0,1.0,5.0,68.0,0
521,2022-01-04,UK,57.0,M,Basic,12.89,1092,0,51+,Europe,178,4.8108108108108105,1175.61,31.77324324324324,7.216216216216216,21,37,0,2.470243328520918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
522,2022-12-08,Brazil,53.0,F,Basic,14.54,754,0,51+,South America,263,4.962264150943396,1643.56,31.01056603773585,7.60377358490566,25,53,1,2.717197822354036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
523,2024-02-29,UK,67.0,M,Basic,13.99,306,0,51+,Europe,90,4.090909090909091,783.47,35.61227272727273,6.454545454545454,7,22,0,2.486326242032244,2.0,11.303888888888888,1.0,0.0,1.0,2.0,211.0,1
524,2022-05-14,Mexico,60.0,M,Premium,34.17,962,1,51+,North America,365,4.9324324324324325,2133.31,28.828513513513514,6.405405405405405,38,74,0,2.47359247970357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
525,2023-10-15,USA,54.0,F,Premium,39.54,443,1,51+,North America,294,4.260869565217392,2017.93,29.24536231884058,8.405797101449275,41,69,0,2.4772623285597506,4.0,15.87576388888889,0.0,100.0,2.0,3.75,110.0,0
526,2022-09-26,Germany,32.0,F,Premium,32.68,827,1,26-35,Europe,285,5.816326530612245,1719.14,35.08448979591837,7.346938775510204,29,49,3,2.62736773682136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
527,2022-06-15,Spain,45.0,M,Basic,11.87,930,0,36-50,Europe,234,4.588235294117647,1696.8700000000001,33.27196078431373,7.235294117647059,23,51,0,2.7941114551014983,5.0,14.823263888888889,1.0,20.0,0.0,4.0,57.0,0
528,2024-01-30,UK,35.0,F,Premium,37.49,336,1,26-35,Europe,253,5.382978723404255,1556.48,33.11659574468085,8.595744680851064,23,47,2,2.4366155384356722,3.0,25.431527777777777,1.0,33.33333333333333,0.0,0.0,206.0,0
529,2023-03-29,Brazil,51.0,F,Basic,11.15,643,0,51+,South America,252,5.361702127659575,1532.57,32.60787234042553,7.553191489361702,22,47,0,2.769598400607487,4.0,7.364074074074074,1.0,50.0,1.0,5.0,16.0,0
530,2023-07-19,USA,39.0,F,Premium,35.14,531,1,36-50,North America,316,4.450704225352113,1993.88,28.082816901408453,7.971830985915493,29,71,0,2.477260770599923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
531,2023-12-24,Australia,28.0,M,Basic,13.63,373,0,26-35,Oceania,110,5.238095238095238,580.98,27.665714285714287,6.571428571428571,14,21,0,2.643950867636574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
532,2023-03-14,Italy,30.0,F,Premium,36.43,658,1,26-35,Europe,303,5.315789473684211,1766.03,30.982982456140352,7.5964912280701755,42,57,0,2.4579164720263877,2.0,21.800555555555555,1.0,100.0,0.0,5.0,215.0,0
533,2023-07-29,Mexico,21.0,Unknown,Basic,10.77,521,0,18-25,North America,431,5.130952380952381,2690.44,32.02904761904762,7.785714285714286,52,84,0,2.793192076032137,3.0,13.125185185185186,0.0,66.66666666666666,1.0,2.5,88.0,1
534,2022-01-10,USA,39.0,M,Premium,36.29,1086,1,36-50,North America,236,5.363636363636363,1385.36,31.485454545454544,7.159090909090909,22,44,0,2.77941694647778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
535,2022-04-25,USA,24.0,F,Premium,35.72,981,1,18-25,North America,194,5.105263157894737,939.15,24.714473684210525,7.7368421052631575,16,38,3,2.7488520816359108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
536,2022-03-19,Spain,60.0,F,Basic,12.78,1018,0,51+,Europe,147,4.9,854.8,28.493333333333332,7.233333333333333,16,30,2,2.0401149392907354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
537,2024-06-23,USA,41.0,Unknown,Enterprise,182.59,191,1,36-50,North America,71,5.916666666666667,495.71,41.30916666666666,7.5,8,12,2,3.028901190901153,1.0,4.6802777777777775,0.0,0.0,0.0,4.0,341.0,0
538,2023-12-09,Australia,21.0,F,Basic,10.91,388,0,18-25,Oceania,397,4.901234567901234,2469.64,30.48938271604938,7.333333333333333,46,81,0,2.527869351210644,5.0,16.477962962962962,2.0,40.0,1.0,4.0,74.0,1
539,2022-06-02,Italy,43.5,M,Enterprise,175.15,943,1,36-50,Europe,262,4.851851851851852,1828.55,33.862037037037034,7.703703703703703,35,54,0,2.7841018158526896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
540,2023-07-13,Germany,32.0,F,Premium,37.6,537,1,26-35,Europe,292,5.0344827586206895,1622.24,27.969655172413795,7.224137931034483,36,58,2,2.2785461449760542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
541,2022-02-06,Italy,18.0,M,Enterprise,172.25,1059,1,18-25,Europe,174,4.2439024390243905,1194.58,29.136097560975607,6.853658536585366,23,41,0,2.6998193254815965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
542,2024-05-04,UK,20.0,F,Basic,12.52,241,0,18-25,Europe,359,5.056338028169014,1842.06,25.94450704225352,8.183098591549296,36,71,0,2.5348278270281113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
543,2023-01-14,Italy,31.0,M,Basic,11.97,717,0,26-35,Europe,393,5.171052631578948,2108.7400000000002,27.746578947368423,7.25,30,76,0,2.4516016962779625,5.0,21.784930555555555,1.0,60.0,1.0,3.0,112.0,1
544,2023-08-20,UK,55.0,Other,Premium,33.94,499,1,51+,Europe,165,4.583333333333333,943.76,26.215555555555554,6.361111111111111,18,36,2,2.567655962713296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545,2023-07-20,Mexico,67.0,F,Enterprise,173.37,530,1,51+,North America,342,4.956521739130435,2419.61,35.0668115942029,7.072463768115942,37,69,0,2.6867582840155793,5.0,10.334305555555556,1.0,20.0,2.0,5.0,108.0,0
546,2022-06-01,Germany,18.0,F,Basic,12.48,944,0,18-25,Europe,83,4.882352941176471,518.23,30.484117647058824,5.411764705882353,9,17,7,2.5466240628814965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547,2023-03-17,France,55.0,F,Basic,11.68,655,0,51+,Europe,105,5.25,622.84,31.142000000000003,6.7,13,20,0,2.173403830521681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548,2022-05-11,Australia,43.5,F,Basic,13.12,965,0,36-50,Oceania,269,5.2745098039215685,1598.25,31.33823529411765,7.980392156862745,27,51,0,2.466401681580266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549,2022-02-12,UK,38.0,M,Premium,38.36,1053,1,36-50,Europe,92,4.6,620.0699999999999,31.003499999999995,8.0,8,20,8,2.6036411750510196,4.0,12.520555555555555,2.0,50.0,0.0,5.0,227.0,0
550,2022-11-12,USA,65.0,M,Premium,30.61,780,1,51+,North America,110,3.793103448275862,894.39,30.84103448275862,8.551724137931034,8,29,4,2.4550139706443863,4.0,25.87611111111111,0.0,50.0,1.0,3.5,35.0,0
551,2023-01-09,Italy,46.0,F,Basic,14.85,722,0,36-50,Europe,450,5.056179775280899,2823.28,31.72224719101124,7.044943820224719,58,89,0,2.582104279994929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
552,2024-03-26,Italy,22.0,M,Basic,10.47,280,0,18-25,Europe,350,4.861111111111111,2442.68,33.92611111111111,7.652777777777778,34,72,0,2.7130646646927494,2.0,16.631666666666668,0.0,50.0,0.0,3.0,160.0,0
553,2024-05-31,USA,66.0,F,Basic,12.55,214,0,51+,North America,61,4.357142857142857,507.89,36.277857142857144,6.642857142857143,7,14,3,2.3731557327466164,3.0,14.00236111111111,1.0,66.66666666666666,1.0,5.0,146.0,0
554,2022-02-10,USA,27.0,M,Basic,12.79,1055,0,26-35,North America,392,5.297297297297297,1785.33,24.12608108108108,7.702702702702703,47,74,0,2.66242103094533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555,2023-01-02,Mexico,45.0,M,Premium,31.37,729,1,36-50,North America,423,5.035714285714286,2804.02,33.381190476190476,6.845238095238095,48,84,0,2.219554001500435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
556,2022-08-04,UK,38.0,F,Basic,14.57,880,0,36-50,Europe,290,5.471698113207547,1439.4,27.158490566037738,6.849056603773585,23,53,1,2.679005079279258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
557,2023-11-30,France,67.0,Other,Premium,34.7,397,1,51+,Europe,207,5.048780487804878,1348.41,32.88804878048781,6.317073170731708,15,41,0,2.7198457632023465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
558,2022-09-13,Spain,24.0,F,Premium,31.42,840,1,18-25,Europe,251,4.921568627450981,1503.57,29.48176470588235,8.450980392156863,30,51,0,2.4153106405172977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
559,2023-11-14,Brazil,20.0,F,Basic,13.55,413,0,18-25,South America,305,4.765625,2009.3700000000001,31.396406250000002,8.65625,24,64,0,2.3281724387944087,4.0,9.801666666666668,1.0,50.0,0.0,2.0,83.0,0
560,2022-04-16,UK,62.0,F,Basic,13.31,990,0,51+,Europe,43,4.3,250.66000000000003,25.066000000000003,7.3,2,10,5,2.6687491868330797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
561,2022-12-29,USA,64.0,M,Premium,39.62,733,1,51+,North America,42,5.25,182.06,22.7575,7.875,5,8,2,2.4928469095164494,4.0,16.077129629629628,1.0,75.0,0.0,5.0,19.0,0
562,2024-03-09,Brazil,37.0,M,Basic,12.2,297,0,36-50,South America,143,5.107142857142857,722.69,25.810357142857146,7.357142857142857,14,28,0,2.601129180927586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
563,2023-07-28,Germany,36.0,F,Premium,32.67,522,1,36-50,Europe,108,5.4,801.63,40.0815,6.3,9,20,9,2.7414940221864814,5.0,8.803888888888888,1.0,80.0,1.0,4.0,7.0,0
564,2024-06-24,UK,52.0,F,Basic,10.29,190,0,51+,Europe,90,6.0,382.86,25.524,6.8,7,15,0,3.116774889895918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
565,2024-06-14,UK,21.0,F,Premium,37.32,200,1,18-25,Europe,165,4.714285714285714,988.6800000000001,28.248,7.485714285714286,21,35,0,2.55033364105018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
566,2023-02-21,Brazil,22.0,Other,Basic,13.08,679,0,18-25,South America,116,5.523809523809524,704.48,33.54666666666667,7.142857142857143,8,21,3,1.9651729597938097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
567,2023-09-28,Germany,18.0,M,Basic,14.85,460,0,18-25,Europe,342,4.956521739130435,1890.1,27.392753623188405,7.913043478260869,32,69,0,2.7463065175779358,3.0,8.739722222222222,2.0,66.66666666666666,1.0,3.0,37.0,0
568,2024-02-07,USA,21.0,M,Basic,13.55,328,0,18-25,North America,267,5.134615384615385,1309.92,25.19076923076923,6.769230769230769,31,52,1,2.5439574400947778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
569,2022-06-08,Australia,29.0,F,Enterprise,193.31,937,1,26-35,Oceania,208,4.837209302325581,1318.66,30.666511627906978,7.069767441860465,22,43,0,2.399704669905976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
570,2022-08-31,Italy,44.0,M,Enterprise,199.15,853,1,36-50,Europe,24,4.8,115.78999999999999,23.157999999999998,9.0,3,5,1,2.16794833886788,1.0,0.0,1.0,0.0,0.0,0.0,71.0,1
571,2024-06-04,USA,59.0,M,Basic,12.13,210,0,51+,North America,269,4.637931034482759,1700.62,29.32103448275862,7.948275862068965,22,58,0,2.7701306312985605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
572,2022-06-16,UK,40.0,M,Basic,10.74,929,0,36-50,Europe,195,4.875,909.1899999999999,22.72975,7.8,26,40,1,2.5134254897067656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
573,2024-03-30,UK,42.0,M,Basic,10.97,276,0,36-50,Europe,40,4.0,361.9,36.19,9.8,5,10,4,1.8856180831641267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
574,2024-04-10,France,38.0,F,Basic,11.58,265,0,36-50,Europe,233,5.5476190476190474,1086.45,25.867857142857144,7.214285714285714,24,42,1,2.2974257168636356,2.0,31.150972222222222,0.0,0.0,1.0,3.0,277.0,0
575,2022-07-01,Brazil,69.0,F,Premium,35.08,914,1,51+,South America,169,5.28125,1014.8100000000001,31.712812500000002,7.46875,23,32,1,2.773542918827947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
576,2024-06-21,Mexico,41.0,F,Basic,10.6,193,0,36-50,North America,245,4.711538461538462,1799.82,34.61192307692308,8.076923076923077,33,52,1,2.3955558400516215,1.0,0.0,1.0,100.0,0.0,0.0,133.0,0
577,2023-02-27,Australia,42.0,F,Premium,33.01,673,1,36-50,Oceania,325,4.850746268656716,2453.36,36.61731343283582,8.029850746268657,32,67,0,2.6357319226314146,4.0,11.745277777777778,1.0,100.0,1.0,3.5,159.0,0
578,2022-01-26,UK,62.0,M,Premium,33.07,1070,1,51+,Europe,111,4.44,841.6700000000001,33.6668,7.24,14,25,1,2.6627053911388696,2.0,10.321666666666667,1.0,100.0,0.0,0.0,222.0,0
579,2022-07-03,USA,63.0,F,Basic,10.01,912,0,51+,North America,117,4.0344827586206895,757.29,26.11344827586207,8.413793103448276,17,29,0,2.896830270444499,5.0,11.810777777777778,0.0,40.0,0.0,4.666666666666667,42.0,0
580,2024-01-25,Mexico,49.0,M,Premium,33.53,341,1,36-50,North America,75,4.166666666666667,705.26,39.18111111111111,7.444444444444445,10,18,0,2.307277489112375,4.0,13.76787037037037,1.0,50.0,1.0,3.0,115.0,1
581,2022-12-07,Mexico,49.0,M,Basic,10.57,755,0,36-50,North America,19,3.1666666666666665,219.95999999999998,36.66,2.0,4,6,5,2.6394443859772205,3.0,14.218611111111112,1.0,33.33333333333333,0.0,4.0,245.0,1
582,2024-03-12,Mexico,22.0,M,Basic,12.14,294,0,18-25,North America,398,5.102564102564102,2293.48,29.403589743589745,7.205128205128205,29,78,1,2.515354115627922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
583,2023-02-26,UK,53.0,F,Premium,31.96,674,1,51+,Europe,152,5.62962962962963,697.09,25.81814814814815,7.185185185185185,22,27,2,2.8975871679746574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
584,2024-04-01,UK,63.0,F,Basic,14.1,274,0,51+,Europe,117,4.5,749.0600000000001,28.810000000000002,7.230769230769231,11,26,0,2.7313000567495327,3.0,16.524027777777775,1.0,33.33333333333333,0.0,4.0,157.0,0
585,2023-11-17,Australia,59.0,F,Basic,10.39,410,0,51+,Oceania,35,5.0,149.29,21.327142857142857,8.142857142857142,2,7,22,2.1602468994692865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
586,2024-06-03,Italy,66.0,F,Enterprise,186.56,211,1,51+,Europe,113,5.136363636363637,717.14,32.597272727272724,6.545454545454546,12,22,0,2.6057711507427683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
587,2024-01-23,Italy,59.0,M,Premium,35.8,343,1,51+,Europe,213,4.630434782608695,1582.42,34.4004347826087,8.456521739130435,30,46,2,2.388478787403061,4.0,13.996805555555554,2.0,75.0,0.0,2.0,122.0,0
588,2024-04-10,UK,56.0,F,Basic,12.28,265,0,51+,Europe,277,5.226415094339623,1421.25,26.816037735849058,6.6415094339622645,31,53,0,2.5087654750890027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
589,2022-09-12,Germany,33.0,F,Premium,35.49,841,1,26-35,Europe,399,5.050632911392405,2177.97,27.569240506329113,7.3924050632911396,44,79,0,2.7960536942187346,4.0,19.03402777777778,2.0,25.0,1.0,0.0,8.0,0
590,2022-10-01,UK,50.0,M,Basic,11.87,822,0,36-50,Europe,48,6.0,302.26,37.7825,6.5,4,8,0,1.8516401995451028,3.0,27.67509259259259,0.0,33.33333333333333,0.0,4.5,6.0,0
591,2022-06-13,USA,66.0,M,Enterprise,112.75,932,1,51+,North America,268,5.469387755102041,1543.31,31.49612244897959,8.36734693877551,25,49,1,2.6068982272706656,4.0,12.146527777777779,0.0,100.0,0.0,3.6666666666666665,120.0,0
592,2024-03-17,Mexico,38.0,F,Basic,13.82,289,0,36-50,North America,65,5.416666666666667,289.21999999999997,24.101666666666663,8.916666666666666,7,12,10,2.6443192398846707,1.0,4.147777777777778,0.0,100.0,1.0,0.0,182.0,0
593,2023-12-20,Mexico,26.0,F,Premium,39.27,377,1,26-35,North America,355,5.071428571428571,2247.9700000000003,32.11385714285715,7.371428571428571,34,70,1,2.633790614697834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
594,2022-04-21,UK,23.0,F,Premium,39.49,985,1,18-25,Europe,434,5.2926829268292686,2575.0,31.402439024390244,7.463414634146342,40,82,0,2.3385539737938235,2.0,0.0,2.0,0.0,0.0,0.0,28.0,1
595,2023-01-27,Germany,68.0,F,Basic,13.34,704,0,51+,Europe,170,4.857142857142857,954.32,27.266285714285715,7.485714285714286,16,35,4,2.691411800336692,5.0,31.128277777777775,0.0,60.0,3.0,3.6,24.0,0
596,2024-06-12,Italy,62.0,Other,Premium,34.09,202,1,51+,Europe,190,5.135135135135135,1000.53,27.041351351351352,6.72972972972973,10,37,0,2.4285588108789744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
597,2022-02-09,Italy,52.0,M,Enterprise,147.83,1056,1,51+,Europe,256,4.654545454545454,1631.2,29.65818181818182,8.10909090909091,28,55,0,2.7770099949018032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
598,2024-05-29,UK,56.0,M,Premium,36.56,216,1,51+,Europe,201,5.025,1337.48,33.437,7.075,15,40,1,2.3910892271740285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
599,2023-04-27,UK,39.0,M,Basic,14.11,614,0,36-50,Europe,261,5.673913043478261,1247.91,27.128478260869567,7.0,28,46,0,2.6587745533617304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
600,2022-08-16,UK,58.0,M,Basic,11.86,868,0,51+,Europe,285,5.181818181818182,1613.18,29.330545454545454,6.672727272727273,25,55,0,2.6393806027797444,5.0,21.139499999999998,0.0,40.0,1.0,4.6,53.0,0
601,2022-07-24,USA,22.0,F,Enterprise,191.67,891,1,18-25,North America,36,4.5,226.39000000000001,28.298750000000002,9.25,2,8,9,2.0,4.0,15.050370370370368,1.0,75.0,1.0,0.0,95.0,0
602,2024-04-16,UK,59.0,F,Basic,11.61,259,0,51+,Europe,83,3.9523809523809526,551.6,26.26666666666667,6.9523809523809526,6,21,0,2.39741924736143,2.0,7.430833333333333,1.0,50.0,0.0,4.0,240.0,0
603,2023-04-17,Italy,40.0,F,Premium,35.3,624,1,36-50,Europe,232,4.9361702127659575,1524.13,32.42829787234043,6.829787234042553,16,47,0,2.6077164366311076,4.0,10.928055555555554,1.0,75.0,0.0,4.333333333333333,30.0,0
604,2022-12-25,Italy,34.0,M,Basic,14.8,737,0,26-35,Europe,387,5.22972972972973,1967.55,26.58851351351351,7.783783783783784,41,74,0,2.4017533395491593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
605,2022-11-09,USA,29.0,F,Basic,14.68,783,0,26-35,North America,45,5.0,202.1,22.455555555555556,6.777777777777778,6,9,8,3.0,2.0,0.0,2.0,50.0,0.0,0.0,34.0,0
606,2024-04-20,Italy,40.0,M,Basic,13.47,255,0,36-50,Europe,72,4.235294117647059,665.77,39.16294117647059,5.117647058823529,15,17,0,2.7732970397323538,4.0,11.287638888888889,0.0,75.0,1.0,4.333333333333333,73.0,0
607,2024-03-25,USA,33.0,M,Enterprise,132.45,281,1,26-35,North America,278,5.450980392156863,1284.46,25.185490196078433,6.627450980392157,20,51,1,2.715243823233531,4.0,8.279722222222222,0.0,25.0,0.0,5.0,199.0,0
608,2024-06-11,Spain,20.0,F,Premium,32.18,203,1,18-25,Europe,367,5.318840579710145,2426.23,35.16275362318841,7.159420289855072,38,69,0,2.2719048345281982,2.0,0.0,2.0,50.0,0.0,0.0,156.0,0
609,2022-08-22,UK,43.5,F,Basic,10.39,862,0,36-50,Europe,37,3.3636363636363638,280.61,25.51,7.363636363636363,7,11,31,2.2482316283126735,3.0,0.0,3.0,33.33333333333333,0.0,0.0,137.0,0
610,2022-08-17,Brazil,39.0,M,Premium,37.08,867,1,36-50,South America,102,6.0,570.02,33.53058823529412,7.176470588235294,5,17,5,1.9364916731037083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
611,2022-01-25,UK,26.0,M,Basic,12.51,1071,0,26-35,Europe,215,5.0,1228.6,28.57209302325581,7.72093023255814,21,43,0,2.734262327610589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
612,2023-11-07,Spain,46.0,F,Premium,35.71,420,1,36-50,Europe,289,4.898305084745763,1690.82,28.657966101694914,8.152542372881356,41,59,0,2.3758476908560686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
613,2022-07-17,Germany,64.0,M,Basic,12.35,898,0,51+,Europe,108,5.684210526315789,484.46,25.497894736842103,7.894736842105263,3,19,3,2.2124052165246004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
614,2023-02-13,USA,54.0,M,Enterprise,148.28,687,1,51+,North America,88,4.631578947368421,527.63,27.77,7.526315789473684,9,19,5,2.5649458802128855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
615,2022-12-03,USA,40.0,F,Basic,12.85,759,0,36-50,North America,50,3.8461538461538463,407.26,31.327692307692306,7.615384615384615,7,13,2,2.444250186531439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
616,2022-10-13,Australia,30.0,M,Premium,39.13,810,1,26-35,Oceania,274,5.708333333333333,1446.32,30.131666666666664,7.458333333333333,23,48,3,2.6252321748049647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
617,2024-06-04,Canada,49.0,M,Basic,10.14,210,0,36-50,North America,146,5.214285714285714,556.41,19.871785714285714,7.928571428571429,14,28,2,2.4848748810761427,1.0,26.0675,0.0,0.0,0.0,0.0,342.0,0
618,2022-03-13,UK,63.0,F,Basic,14.0,1024,0,51+,Europe,323,4.681159420289855,2052.38,29.74463768115942,8.246376811594203,32,69,0,2.4940679835490385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
619,2024-03-02,Spain,69.0,Other,Basic,11.94,304,0,51+,Europe,241,5.355555555555555,1556.62,34.59155555555555,7.933333333333334,29,45,7,2.4416421035066054,2.0,3.319722222222222,1.0,100.0,0.0,4.0,183.0,0
620,2022-10-13,Australia,64.0,Other,Enterprise,174.48,810,1,51+,Oceania,148,4.625,1033.62,32.300625,7.6875,18,32,4,2.166459874333419,5.0,17.470416666666665,1.0,60.0,1.0,3.6666666666666665,5.0,0
621,2022-12-26,USA,65.0,M,Basic,14.73,736,0,51+,North America,380,5.135135135135135,2166.55,29.277702702702705,7.27027027027027,36,74,1,2.517469507504384,5.0,16.264666666666667,0.0,40.0,0.0,4.0,59.0,0
